duration,input.all_possible_pgsm_times,input.doc_id,input.lowercase_sentence,input.sentence,input.sentence_id,input.time_expressions,job,output.selectedtags_desc,output.selectedtags_desc.annotations,output.selectedtags_desc.unique_annotations,worker,uqs,unit_annotation_score,uqs_initial,unit_annotation_score_initial,validated_time,no_of_annotations,validated_time_final_score,validated_time_initial_score,Experts
45.65,2007__212__216###once__108__112,nyt_20130321_cyprus,"a hasty expulsion from the euro zone would make the savings of the cypriot people all the more evanescent , once they are converted back into cypriot pounds , the currency cyprus used before adopting the euro in 2007 .","A hasty expulsion from the euro zone would make the savings of the Cypriot people all the more evanescent , once they are converted back into Cypriot pounds , the currency Cyprus used before adopting the euro in 2007 .",20,1,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'2007__212__216': 19, 'once__108__112': 11})",30,2,20,0.8061252360838811,"Counter({'2007__212__216': 0.9543567390497508, 'once__108__112': 0.58016555232537})",0.7984772532560791,"Counter({'2007__212__216': 0.95, 'once__108__112': 0.55})",2007__212__216,19,0.9543567390497508,0.95,1.0
45.65,2007__212__216###once__108__112,nyt_20130321_cyprus,"a hasty expulsion from the euro zone would make the savings of the cypriot people all the more evanescent , once they are converted back into cypriot pounds , the currency cyprus used before adopting the euro in 2007 .","A hasty expulsion from the euro zone would make the savings of the Cypriot people all the more evanescent , once they are converted back into Cypriot pounds , the currency Cyprus used before adopting the euro in 2007 .",20,1,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'2007__212__216': 19, 'once__108__112': 11})",30,2,20,0.8061252360838811,"Counter({'2007__212__216': 0.9543567390497508, 'once__108__112': 0.58016555232537})",0.7984772532560791,"Counter({'2007__212__216': 0.95, 'once__108__112': 0.55})",once__108__112,11,0.58016555232537,0.55,0.0
45.65,2007__212__216###once__108__112,nyt_20130321_cyprus,"a hasty expulsion from the euro zone would make the savings of the cypriot people all the more evanescent , once they are converted back into cypriot pounds , the currency cyprus used before adopting the euro in 2007 .","A hasty expulsion from the euro zone would make the savings of the Cypriot people all the more evanescent , once they are converted back into Cypriot pounds , the currency Cyprus used before adopting the euro in 2007 .",20,1,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'2007__212__216': 19, 'once__108__112': 11})",30,2,20,0.8061252360838811,"Counter({'2007__212__216': 0.9543567390497508, 'once__108__112': 0.58016555232537})",0.7984772532560791,"Counter({'2007__212__216': 0.95, 'once__108__112': 0.55})",no_time,0,0.0,0.0,0.0
32.25,2008__132__136###in__129__131,nyt_20130321_cyprus,"`` this is not a lehman , '' he said , referring to the disastrous chain reaction touched off by the collapse of lehman brothers in 2008 .","`` This is not a Lehman , '' he said , referring to the disastrous chain reaction touched off by the collapse of Lehman Brothers in 2008 .",9,1,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'2008__132__136': 20, 'in__129__131': 3})",23,2,20,0.9183786581710188,"Counter({'2008__132__136': 1.0, 'in__129__131': 0.15692182856242767})",0.9213812938974428,"Counter({'2008__132__136': 1.0, 'in__129__131': 0.15})",2008__132__136,20,1.0,1.0,1.0
32.25,2008__132__136###in__129__131,nyt_20130321_cyprus,"`` this is not a lehman , '' he said , referring to the disastrous chain reaction touched off by the collapse of lehman brothers in 2008 .","`` This is not a Lehman , '' he said , referring to the disastrous chain reaction touched off by the collapse of Lehman Brothers in 2008 .",9,1,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'2008__132__136': 20, 'in__129__131': 3})",23,2,20,0.9183786581710188,"Counter({'2008__132__136': 1.0, 'in__129__131': 0.15692182856242767})",0.9213812938974428,"Counter({'2008__132__136': 1.0, 'in__129__131': 0.15})",in__129__131,3,0.15692182856242767,0.15,0.0
32.25,2008__132__136###in__129__131,nyt_20130321_cyprus,"`` this is not a lehman , '' he said , referring to the disastrous chain reaction touched off by the collapse of lehman brothers in 2008 .","`` This is not a Lehman , '' he said , referring to the disastrous chain reaction touched off by the collapse of Lehman Brothers in 2008 .",9,1,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'2008__132__136': 20, 'in__129__131': 3})",23,2,20,0.9183786581710188,"Counter({'2008__132__136': 1.0, 'in__129__131': 0.15692182856242767})",0.9213812938974428,"Counter({'2008__132__136': 1.0, 'in__129__131': 0.15})",no_time,0,0.0,0.0,0.0
28.8,2008__34__38,bbc_20130322_332,he eventually fled the country in 2008 .,He eventually fled the country in 2008 .,13,1,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,Counter({'2008__34__38': 20}),20,1,20,1.0,Counter({'2008__34__38': 1.0}),1.0,Counter({'2008__34__38': 1.0}),2008__34__38,20,1.0,1.0,1.0
28.8,2008__34__38,bbc_20130322_332,he eventually fled the country in 2008 .,He eventually fled the country in 2008 .,13,1,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,Counter({'2008__34__38': 20}),20,1,20,1.0,Counter({'2008__34__38': 1.0}),1.0,Counter({'2008__34__38': 1.0}),no_time,0,0.0,0.0,0.0
30.85,2009 - 2010__44__55###2009__44__48###2010__51__55,AP_20130322,"one exception was the swine flu pandemic of 2009 - 2010 , when 348 children died .","One exception was the swine flu pandemic of 2009 - 2010 , when 348 children died .",5,2,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'2009 - 2010__44__55': 17, '2009__44__48': 10, '2010__51__55': 9})",36,3,20,0.6638583952322464,"Counter({'2009 - 2010__44__55': 0.8727386199238726, '2009__44__48': 0.510397875329032, '2010__51__55': 0.4760997474474365})",0.6429741971244272,"Counter({'2009 - 2010__44__55': 0.85, '2009__44__48': 0.5, '2010__51__55': 0.45})",2009 - 2010__44__55,17,0.8727386199238726,0.85,0.0
30.85,2009 - 2010__44__55###2009__44__48###2010__51__55,AP_20130322,"one exception was the swine flu pandemic of 2009 - 2010 , when 348 children died .","One exception was the swine flu pandemic of 2009 - 2010 , when 348 children died .",5,2,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'2009 - 2010__44__55': 17, '2009__44__48': 10, '2010__51__55': 9})",36,3,20,0.6638583952322464,"Counter({'2009 - 2010__44__55': 0.8727386199238726, '2009__44__48': 0.510397875329032, '2010__51__55': 0.4760997474474365})",0.6429741971244272,"Counter({'2009 - 2010__44__55': 0.85, '2009__44__48': 0.5, '2010__51__55': 0.45})",2009__44__48,10,0.510397875329032,0.5,1.0
30.85,2009 - 2010__44__55###2009__44__48###2010__51__55,AP_20130322,"one exception was the swine flu pandemic of 2009 - 2010 , when 348 children died .","One exception was the swine flu pandemic of 2009 - 2010 , when 348 children died .",5,2,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'2009 - 2010__44__55': 17, '2009__44__48': 10, '2010__51__55': 9})",36,3,20,0.6638583952322464,"Counter({'2009 - 2010__44__55': 0.8727386199238726, '2009__44__48': 0.510397875329032, '2010__51__55': 0.4760997474474365})",0.6429741971244272,"Counter({'2009 - 2010__44__55': 0.85, '2009__44__48': 0.5, '2010__51__55': 0.45})",2010__51__55,9,0.4760997474474365,0.45,1.0
30.85,2009 - 2010__44__55###2009__44__48###2010__51__55,AP_20130322,"one exception was the swine flu pandemic of 2009 - 2010 , when 348 children died .","One exception was the swine flu pandemic of 2009 - 2010 , when 348 children died .",5,2,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'2009 - 2010__44__55': 17, '2009__44__48': 10, '2010__51__55': 9})",36,3,20,0.6638583952322464,"Counter({'2009 - 2010__44__55': 0.8727386199238726, '2009__44__48': 0.510397875329032, '2010__51__55': 0.4760997474474365})",0.6429741971244272,"Counter({'2009 - 2010__44__55': 0.85, '2009__44__48': 0.5, '2010__51__55': 0.45})",no_time,0,0.0,0.0,0.0
33.0,2009__146__150,WSJ_20130322_804,"the department of health and human services says that the law will '' make health-care coverage more affordable and accessible , '' pointing to a 2009 analysis by the congressional budget office that says average individual premiums , on an apples-to-apples basis , would be lower .","The Department of Health and Human Services says that the law will '' make health-care coverage more affordable and accessible , '' pointing to a 2009 analysis by the Congressional Budget Office that says average individual premiums , on an apples-to-apples basis , would be lower .",3,1,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,Counter({'2009__146__150': 20}),20,1,20,1.0,Counter({'2009__146__150': 1.0}),1.0,Counter({'2009__146__150': 1.0}),2009__146__150,20,1.0,1.0,1.0
33.0,2009__146__150,WSJ_20130322_804,"the department of health and human services says that the law will '' make health-care coverage more affordable and accessible , '' pointing to a 2009 analysis by the congressional budget office that says average individual premiums , on an apples-to-apples basis , would be lower .","The Department of Health and Human Services says that the law will '' make health-care coverage more affordable and accessible , '' pointing to a 2009 analysis by the Congressional Budget Office that says average individual premiums , on an apples-to-apples basis , would be lower .",3,1,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,Counter({'2009__146__150': 20}),20,1,20,1.0,Counter({'2009__146__150': 1.0}),1.0,Counter({'2009__146__150': 1.0}),no_time,0,0.0,0.0,0.0
42.15,2010__111__115,nyt_20130321_cyprus,"only ireland , still struggling to recover from the banking collapse that required an international bailout in 2010 , has a higher debt-to-g.d.p. ratio among euro zone countries .","Only Ireland , still struggling to recover from the banking collapse that required an international bailout in 2010 , has a higher debt-to-G.D.P. ratio among euro zone countries .",6,1,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,Counter({'2010__111__115': 20}),20,1,20,1.0,Counter({'2010__111__115': 1.0}),1.0,Counter({'2010__111__115': 1.0}),2010__111__115,20,1.0,1.0,1.0
42.15,2010__111__115,nyt_20130321_cyprus,"only ireland , still struggling to recover from the banking collapse that required an international bailout in 2010 , has a higher debt-to-g.d.p. ratio among euro zone countries .","Only Ireland , still struggling to recover from the banking collapse that required an international bailout in 2010 , has a higher debt-to-G.D.P. ratio among euro zone countries .",6,1,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,Counter({'2010__111__115': 20}),20,1,20,1.0,Counter({'2010__111__115': 1.0}),1.0,Counter({'2010__111__115': 1.0}),no_time,0,0.0,0.0,0.0
33.25,2010__118__122,bbc_20130322_1353,israel 's prime minister has apologised to turkey for `` any errors that could have led to loss of life '' during the 2010 commando raid on an aid flotilla that tried to breach the gaza blockade .,Israel 's prime minister has apologised to Turkey for `` any errors that could have led to loss of life '' during the 2010 commando raid on an aid flotilla that tried to breach the Gaza blockade .,0,0,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,Counter({'2010__118__122': 20}),20,1,20,1.0,Counter({'2010__118__122': 1.0}),1.0,Counter({'2010__118__122': 1.0}),2010__118__122,20,1.0,1.0,0.0
33.25,2010__118__122,bbc_20130322_1353,israel 's prime minister has apologised to turkey for `` any errors that could have led to loss of life '' during the 2010 commando raid on an aid flotilla that tried to breach the gaza blockade .,Israel 's prime minister has apologised to Turkey for `` any errors that could have led to loss of life '' during the 2010 commando raid on an aid flotilla that tried to breach the Gaza blockade .,0,0,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,Counter({'2010__118__122': 20}),20,1,20,1.0,Counter({'2010__118__122': 1.0}),1.0,Counter({'2010__118__122': 1.0}),no_time,0,0.0,0.0,0.0
50.7,2010__171__175,nyt_20130321_women_senate,"senator kirsten e. gillibrand , democrat of new york , and senator susan collins , republican of maine , led the repeal in the senate of `` do n't ask , do n't tell '' in 2010 , allowing gay men and women to serve openly in the military .","Senator Kirsten E. Gillibrand , Democrat of New York , and Senator Susan Collins , Republican of Maine , led the repeal in the Senate of `` do n't ask , do n't tell '' in 2010 , allowing gay men and women to serve openly in the military .",20,1,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,Counter({'2010__171__175': 20}),20,1,20,1.0,Counter({'2010__171__175': 1.0}),1.0,Counter({'2010__171__175': 1.0}),2010__171__175,20,1.0,1.0,1.0
50.7,2010__171__175,nyt_20130321_women_senate,"senator kirsten e. gillibrand , democrat of new york , and senator susan collins , republican of maine , led the repeal in the senate of `` do n't ask , do n't tell '' in 2010 , allowing gay men and women to serve openly in the military .","Senator Kirsten E. Gillibrand , Democrat of New York , and Senator Susan Collins , Republican of Maine , led the repeal in the Senate of `` do n't ask , do n't tell '' in 2010 , allowing gay men and women to serve openly in the military .",20,1,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,Counter({'2010__171__175': 20}),20,1,20,1.0,Counter({'2010__171__175': 1.0}),1.0,Counter({'2010__171__175': 1.0}),no_time,0,0.0,0.0,0.0
24.35,2010__39__43,WSJ_20130318_731,"microsoft corp. broke sales records in 2010 when it released its kinect - a movement-tracking device that enabled xbox users to play their favorite games through gestures alone , without need of a controller .","Microsoft Corp. broke sales records in 2010 when it released its Kinect - a movement-tracking device that enabled Xbox users to play their favorite games through gestures alone , without need of a controller .",0,1,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,Counter({'2010__39__43': 20}),20,1,20,1.0,Counter({'2010__39__43': 1.0}),1.0,Counter({'2010__39__43': 1.0}),2010__39__43,20,1.0,1.0,1.0
24.35,2010__39__43,WSJ_20130318_731,"microsoft corp. broke sales records in 2010 when it released its kinect - a movement-tracking device that enabled xbox users to play their favorite games through gestures alone , without need of a controller .","Microsoft Corp. broke sales records in 2010 when it released its Kinect - a movement-tracking device that enabled Xbox users to play their favorite games through gestures alone , without need of a controller .",0,1,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,Counter({'2010__39__43': 20}),20,1,20,1.0,Counter({'2010__39__43': 1.0}),1.0,Counter({'2010__39__43': 1.0}),no_time,0,0.0,0.0,0.0
49.0,2011__3__7,bbc_20130322_332,"in 2011 , the aar consortium attempted to block a drilling joint venture in the arctic between bp and rosneft through the courts and the plan was eventually dropped .","In 2011 , the AAR consortium attempted to block a drilling joint venture in the Arctic between BP and Rosneft through the courts and the plan was eventually dropped .",10,1,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,Counter({'2011__3__7': 20}),20,1,20,1.0,Counter({'2011__3__7': 1.0}),1.0,Counter({'2011__3__7': 1.0}),2011__3__7,20,1.0,1.0,1.0
49.0,2011__3__7,bbc_20130322_332,"in 2011 , the aar consortium attempted to block a drilling joint venture in the arctic between bp and rosneft through the courts and the plan was eventually dropped .","In 2011 , the AAR consortium attempted to block a drilling joint venture in the Arctic between BP and Rosneft through the courts and the plan was eventually dropped .",10,1,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,Counter({'2011__3__7': 20}),20,1,20,1.0,Counter({'2011__3__7': 1.0}),1.0,Counter({'2011__3__7': 1.0}),no_time,0,0.0,0.0,0.0
28.8,2011__3__7,nyt_20130321_china_pollution,"in 2011 , during a round of discussions over stricter emissions standards , the china electricity council , which represents the companies , pushed back hard against the proposals , saying that the costs of upgrading the plants would be too high .","In 2011 , during a round of discussions over stricter emissions standards , the China Electricity Council , which represents the companies , pushed back hard against the proposals , saying that the costs of upgrading the plants would be too high .",11,1,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,Counter({'2011__3__7': 20}),20,1,20,1.0,Counter({'2011__3__7': 1.0}),1.0,Counter({'2011__3__7': 1.0}),2011__3__7,20,1.0,1.0,1.0
28.8,2011__3__7,nyt_20130321_china_pollution,"in 2011 , during a round of discussions over stricter emissions standards , the china electricity council , which represents the companies , pushed back hard against the proposals , saying that the costs of upgrading the plants would be too high .","In 2011 , during a round of discussions over stricter emissions standards , the China Electricity Council , which represents the companies , pushed back hard against the proposals , saying that the costs of upgrading the plants would be too high .",11,1,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,Counter({'2011__3__7': 20}),20,1,20,1.0,Counter({'2011__3__7': 1.0}),1.0,Counter({'2011__3__7': 1.0}),no_time,0,0.0,0.0,0.0
34.5,2030__99__103###now__125__128,nyt_20130321_china_pollution,"the report estimated that the number of passenger cars in china was on track to hit 400 million by 2030 , up from 90 million now .","The report estimated that the number of passenger cars in China was on track to hit 400 million by 2030 , up from 90 million now .",14,2,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'2030__99__103': 16, 'now__125__128': 15, 'no_time': 1})",32,3,20,0.7270222968639624,"Counter({'2030__99__103': 0.8200040391576873, 'now__125__128': 0.7673213463699997, 'no_time': 0.049916461253104935})",0.7073524716824747,"Counter({'2030__99__103': 0.8, 'now__125__128': 0.75, 'no_time': 0.05})",2030__99__103,16,0.8200040391576873,0.8,1.0
34.5,2030__99__103###now__125__128,nyt_20130321_china_pollution,"the report estimated that the number of passenger cars in china was on track to hit 400 million by 2030 , up from 90 million now .","The report estimated that the number of passenger cars in China was on track to hit 400 million by 2030 , up from 90 million now .",14,2,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'2030__99__103': 16, 'now__125__128': 15, 'no_time': 1})",32,3,20,0.7270222968639624,"Counter({'2030__99__103': 0.8200040391576873, 'now__125__128': 0.7673213463699997, 'no_time': 0.049916461253104935})",0.7073524716824747,"Counter({'2030__99__103': 0.8, 'now__125__128': 0.75, 'no_time': 0.05})",now__125__128,15,0.7673213463699997,0.75,1.0
34.5,2030__99__103###now__125__128,nyt_20130321_china_pollution,"the report estimated that the number of passenger cars in china was on track to hit 400 million by 2030 , up from 90 million now .","The report estimated that the number of passenger cars in China was on track to hit 400 million by 2030 , up from 90 million now .",14,2,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'2030__99__103': 16, 'now__125__128': 15, 'no_time': 1})",32,3,20,0.7270222968639624,"Counter({'2030__99__103': 0.8200040391576873, 'now__125__128': 0.7673213463699997, 'no_time': 0.049916461253104935})",0.7073524716824747,"Counter({'2030__99__103': 0.8, 'now__125__128': 0.75, 'no_time': 0.05})",no_time,1,0.049916461253104935,0.05,0.0
37.75,20th Century__68__80###Century__73__80###the 20th Century__64__80###1984__19__23,bbc_20130322_1150,"before retiring in 1984 , mr lowe worked as an inspector of schools with the department of education and sciences , and he leaves three sons from a previous marriage .","Before retiring in 1984 , Mr Lowe worked as an Inspector of Schools with the Department of Education and Sciences , and he leaves three sons from a previous marriage .",18,1,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'1984__19__23': 17, 'century__73__80': 9, 'the 20th century__64__80': 8, '20th century__68__80': 6})",40,4,20,0.5958666537781067,"Counter({'1984__19__23': 0.8589853221884343, 'century__73__80': 0.4698627555749924, 'the 20th century__64__80': 0.4336176529954692, '20th century__68__80': 0.3382462361341529})",0.5875127210419451,"Counter({'1984__19__23': 0.85, 'century__73__80': 0.45, 'the 20th century__64__80': 0.4, '20th century__68__80': 0.3})",20th century__68__80,6,0.3382462361341529,0.3,0.0
37.75,20th Century__68__80###Century__73__80###the 20th Century__64__80###1984__19__23,bbc_20130322_1150,"before retiring in 1984 , mr lowe worked as an inspector of schools with the department of education and sciences , and he leaves three sons from a previous marriage .","Before retiring in 1984 , Mr Lowe worked as an Inspector of Schools with the Department of Education and Sciences , and he leaves three sons from a previous marriage .",18,1,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'1984__19__23': 17, 'century__73__80': 9, 'the 20th century__64__80': 8, '20th century__68__80': 6})",40,4,20,0.5958666537781067,"Counter({'1984__19__23': 0.8589853221884343, 'century__73__80': 0.4698627555749924, 'the 20th century__64__80': 0.4336176529954692, '20th century__68__80': 0.3382462361341529})",0.5875127210419451,"Counter({'1984__19__23': 0.85, 'century__73__80': 0.45, 'the 20th century__64__80': 0.4, '20th century__68__80': 0.3})",century__73__80,9,0.4698627555749924,0.45,0.0
37.75,20th Century__68__80###Century__73__80###the 20th Century__64__80###1984__19__23,bbc_20130322_1150,"before retiring in 1984 , mr lowe worked as an inspector of schools with the department of education and sciences , and he leaves three sons from a previous marriage .","Before retiring in 1984 , Mr Lowe worked as an Inspector of Schools with the Department of Education and Sciences , and he leaves three sons from a previous marriage .",18,1,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'1984__19__23': 17, 'century__73__80': 9, 'the 20th century__64__80': 8, '20th century__68__80': 6})",40,4,20,0.5958666537781067,"Counter({'1984__19__23': 0.8589853221884343, 'century__73__80': 0.4698627555749924, 'the 20th century__64__80': 0.4336176529954692, '20th century__68__80': 0.3382462361341529})",0.5875127210419451,"Counter({'1984__19__23': 0.85, 'century__73__80': 0.45, 'the 20th century__64__80': 0.4, '20th century__68__80': 0.3})",the 20th century__64__80,8,0.4336176529954692,0.4,0.0
37.75,20th Century__68__80###Century__73__80###the 20th Century__64__80###1984__19__23,bbc_20130322_1150,"before retiring in 1984 , mr lowe worked as an inspector of schools with the department of education and sciences , and he leaves three sons from a previous marriage .","Before retiring in 1984 , Mr Lowe worked as an Inspector of Schools with the Department of Education and Sciences , and he leaves three sons from a previous marriage .",18,1,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'1984__19__23': 17, 'century__73__80': 9, 'the 20th century__64__80': 8, '20th century__68__80': 6})",40,4,20,0.5958666537781067,"Counter({'1984__19__23': 0.8589853221884343, 'century__73__80': 0.4698627555749924, 'the 20th century__64__80': 0.4336176529954692, '20th century__68__80': 0.3382462361341529})",0.5875127210419451,"Counter({'1984__19__23': 0.85, 'century__73__80': 0.45, 'the 20th century__64__80': 0.4, '20th century__68__80': 0.3})",1984__19__23,17,0.8589853221884343,0.85,1.0
37.75,20th Century__68__80###Century__73__80###the 20th Century__64__80###1984__19__23,bbc_20130322_1150,"before retiring in 1984 , mr lowe worked as an inspector of schools with the department of education and sciences , and he leaves three sons from a previous marriage .","Before retiring in 1984 , Mr Lowe worked as an Inspector of Schools with the Department of Education and Sciences , and he leaves three sons from a previous marriage .",18,1,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'1984__19__23': 17, 'century__73__80': 9, 'the 20th century__64__80': 8, '20th century__68__80': 6})",40,4,20,0.5958666537781067,"Counter({'1984__19__23': 0.8589853221884343, 'century__73__80': 0.4698627555749924, 'the 20th century__64__80': 0.4336176529954692, '20th century__68__80': 0.3382462361341529})",0.5875127210419451,"Counter({'1984__19__23': 0.85, 'century__73__80': 0.45, 'the 20th century__64__80': 0.4, '20th century__68__80': 0.3})",no_time,0,0.0,0.0,0.0
63.3,3:07:35__42__49,WSJ_20130321_1145,"he won the gusher marathon , finishing in 3:07:35 .","He won the Gusher Marathon , finishing in 3:07:35 .",12,1,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,Counter({'3:07:35__42__49': 20}),20,1,20,1.0,Counter({'3:07:35__42__49': 1.0}),1.0,Counter({'3:07:35__42__49': 1.0}),3:07:35__42__49,20,1.0,1.0,1.0
63.3,3:07:35__42__49,WSJ_20130321_1145,"he won the gusher marathon , finishing in 3:07:35 .","He won the Gusher Marathon , finishing in 3:07:35 .",12,1,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,Counter({'3:07:35__42__49': 20}),20,1,20,1.0,Counter({'3:07:35__42__49': 1.0}),1.0,Counter({'3:07:35__42__49': 1.0}),no_time,0,0.0,0.0,0.0
34.35,6 months__42__50###months__44__50###each season__87__98###ages 6 months__37__50,AP_20130322,"the cdc recommends that all children ages 6 months and older be vaccinated against flu each season , though only about half get a flu shot or nasal spray .","The CDC recommends that all children ages 6 months and older be vaccinated against flu each season , though only about half get a flu shot or nasal spray .",6,1,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'each season__87__98': 16, '6 months__42__50': 13, 'months__44__50': 10, 'ages 6 months__37__50': 6})",45,4,20,0.6022647004033221,"Counter({'each season__87__98': 0.8231355605696155, '6 months__42__50': 0.6757577935090053, 'months__44__50': 0.5188981200256406, 'ages 6 months__37__50': 0.3307250154991458})",0.5800067347346902,"Counter({'each season__87__98': 0.8, '6 months__42__50': 0.65, 'months__44__50': 0.5, 'ages 6 months__37__50': 0.3})",6 months__42__50,13,0.6757577935090053,0.65,0.0
34.35,6 months__42__50###months__44__50###each season__87__98###ages 6 months__37__50,AP_20130322,"the cdc recommends that all children ages 6 months and older be vaccinated against flu each season , though only about half get a flu shot or nasal spray .","The CDC recommends that all children ages 6 months and older be vaccinated against flu each season , though only about half get a flu shot or nasal spray .",6,1,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'each season__87__98': 16, '6 months__42__50': 13, 'months__44__50': 10, 'ages 6 months__37__50': 6})",45,4,20,0.6022647004033221,"Counter({'each season__87__98': 0.8231355605696155, '6 months__42__50': 0.6757577935090053, 'months__44__50': 0.5188981200256406, 'ages 6 months__37__50': 0.3307250154991458})",0.5800067347346902,"Counter({'each season__87__98': 0.8, '6 months__42__50': 0.65, 'months__44__50': 0.5, 'ages 6 months__37__50': 0.3})",months__44__50,10,0.5188981200256406,0.5,0.0
34.35,6 months__42__50###months__44__50###each season__87__98###ages 6 months__37__50,AP_20130322,"the cdc recommends that all children ages 6 months and older be vaccinated against flu each season , though only about half get a flu shot or nasal spray .","The CDC recommends that all children ages 6 months and older be vaccinated against flu each season , though only about half get a flu shot or nasal spray .",6,1,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'each season__87__98': 16, '6 months__42__50': 13, 'months__44__50': 10, 'ages 6 months__37__50': 6})",45,4,20,0.6022647004033221,"Counter({'each season__87__98': 0.8231355605696155, '6 months__42__50': 0.6757577935090053, 'months__44__50': 0.5188981200256406, 'ages 6 months__37__50': 0.3307250154991458})",0.5800067347346902,"Counter({'each season__87__98': 0.8, '6 months__42__50': 0.65, 'months__44__50': 0.5, 'ages 6 months__37__50': 0.3})",each season__87__98,16,0.8231355605696155,0.8,1.0
34.35,6 months__42__50###months__44__50###each season__87__98###ages 6 months__37__50,AP_20130322,"the cdc recommends that all children ages 6 months and older be vaccinated against flu each season , though only about half get a flu shot or nasal spray .","The CDC recommends that all children ages 6 months and older be vaccinated against flu each season , though only about half get a flu shot or nasal spray .",6,1,../../data/pilot_crowd_data/raw_data/f1331299_allpossibletimes_motivation&highlight,"Counter({'each season__87__98': 16, '6 months__42__50': 13, 'months__44__50': 10, 'ages 6 months__37__50': 6})",45,4,20,0.6022647004033221,"Counter({'each season__87__98': 0.8231355605696155, '6 months__42__50': 0.6757577935090053, 'months__44__50': 0.5188981200256406, 'ages 6 months__37__50': 0.3307250154991458})",0.5800067347346902,"Counter({'each season__87__98': 0.8, '6 months__42__50': 0.65, 'months__44__50': 0.5, 'ages 6 months__37__50': 0.3})",ages 6 months__37__50,6,0.3307250154991458,0.3,0.0
