duration,input.all_runs_times,input.doc_id,input.lowercase_sentence,input.sentence,input.sentence_id,input.time_expressions,job,output.selectedtags_desc,output.selectedtags_desc.annotations,output.selectedtags_desc.unique_annotations,worker,uqs,unit_annotation_score,uqs_initial,unit_annotation_score_initial,validated_time,no_of_annotations,validated_time_final_score,validated_time_initial_score,Experts
28.25,2007__212__216###once__108__112###2007 .__212__218,nyt_20130321_cyprus,"a hasty expulsion from the euro zone would make the savings of the cypriot people all the more evanescent , once they are converted back into cypriot pounds , the currency cyprus used before adopting the euro in 2007 .","A hasty expulsion from the euro zone would make the savings of the Cypriot people all the more evanescent , once they are converted back into Cypriot pounds , the currency Cyprus used before adopting the euro in 2007 .",20,1,../../data/pilot_crowd_data/raw_data/f1323741_temporal_allmotivation,"Counter({'2007__212__216': 15, '2007 .__212__218': 9, 'once__108__112': 8, 'no_time': 1})",33,4,20,0.567470272692481,"Counter({'2007__212__216': 0.8064717138521756, '2007 .__212__218': 0.48439675488798656, 'once__108__112': 0.4151037789173683, 'no_time': 0.028693911250442863})",0.5119041968535961,"Counter({'2007__212__216': 0.75, '2007 .__212__218': 0.45, 'once__108__112': 0.4, 'no_time': 0.05})",once__108__112,8,0.4151037789173683,0.4,0.0
28.25,2007__212__216###once__108__112###2007 .__212__218,nyt_20130321_cyprus,"a hasty expulsion from the euro zone would make the savings of the cypriot people all the more evanescent , once they are converted back into cypriot pounds , the currency cyprus used before adopting the euro in 2007 .","A hasty expulsion from the euro zone would make the savings of the Cypriot people all the more evanescent , once they are converted back into Cypriot pounds , the currency Cyprus used before adopting the euro in 2007 .",20,1,../../data/pilot_crowd_data/raw_data/f1323741_temporal_allmotivation,"Counter({'2007__212__216': 15, '2007 .__212__218': 9, 'once__108__112': 8, 'no_time': 1})",33,4,20,0.567470272692481,"Counter({'2007__212__216': 0.8064717138521756, '2007 .__212__218': 0.48439675488798656, 'once__108__112': 0.4151037789173683, 'no_time': 0.028693911250442863})",0.5119041968535961,"Counter({'2007__212__216': 0.75, '2007 .__212__218': 0.45, 'once__108__112': 0.4, 'no_time': 0.05})",2007 .__212__218,9,0.4843967548879866,0.45,0.0
28.25,2007__212__216###once__108__112###2007 .__212__218,nyt_20130321_cyprus,"a hasty expulsion from the euro zone would make the savings of the cypriot people all the more evanescent , once they are converted back into cypriot pounds , the currency cyprus used before adopting the euro in 2007 .","A hasty expulsion from the euro zone would make the savings of the Cypriot people all the more evanescent , once they are converted back into Cypriot pounds , the currency Cyprus used before adopting the euro in 2007 .",20,1,../../data/pilot_crowd_data/raw_data/f1323741_temporal_allmotivation,"Counter({'2007__212__216': 15, '2007 .__212__218': 9, 'once__108__112': 8, 'no_time': 1})",33,4,20,0.567470272692481,"Counter({'2007__212__216': 0.8064717138521756, '2007 .__212__218': 0.48439675488798656, 'once__108__112': 0.4151037789173683, 'no_time': 0.028693911250442863})",0.5119041968535961,"Counter({'2007__212__216': 0.75, '2007 .__212__218': 0.45, 'once__108__112': 0.4, 'no_time': 0.05})",no_time,1,0.028693911250442863,0.05,0.0
41.45,2008__132__136###in__129__131###2008 .__132__138,nyt_20130321_cyprus,"`` this is not a lehman , '' he said , referring to the disastrous chain reaction touched off by the collapse of lehman brothers in 2008 .","`` This is not a Lehman , '' he said , referring to the disastrous chain reaction touched off by the collapse of Lehman Brothers in 2008 .",9,1,../../data/pilot_crowd_data/raw_data/f1323741_temporal_allmotivation,"Counter({'2008__132__136': 17, '2008 .__132__138': 8, 'in__129__131': 2, 'no_time': 1})",28,4,20,0.6875642843530873,"Counter({'2008__132__136': 0.8893850985172482, '2008 .__132__138': 0.39744486953107205, 'in__129__131': 0.08747282451164627, 'no_time': 0.027941026183649607})",0.6365643271124439,"Counter({'2008__132__136': 0.85, '2008 .__132__138': 0.4, 'in__129__131': 0.1, 'no_time': 0.05})",2008__132__136,17,0.8893850985172482,0.85,1.0
41.45,2008__132__136###in__129__131###2008 .__132__138,nyt_20130321_cyprus,"`` this is not a lehman , '' he said , referring to the disastrous chain reaction touched off by the collapse of lehman brothers in 2008 .","`` This is not a Lehman , '' he said , referring to the disastrous chain reaction touched off by the collapse of Lehman Brothers in 2008 .",9,1,../../data/pilot_crowd_data/raw_data/f1323741_temporal_allmotivation,"Counter({'2008__132__136': 17, '2008 .__132__138': 8, 'in__129__131': 2, 'no_time': 1})",28,4,20,0.6875642843530873,"Counter({'2008__132__136': 0.8893850985172482, '2008 .__132__138': 0.39744486953107205, 'in__129__131': 0.08747282451164627, 'no_time': 0.027941026183649607})",0.6365643271124439,"Counter({'2008__132__136': 0.85, '2008 .__132__138': 0.4, 'in__129__131': 0.1, 'no_time': 0.05})",in__129__131,2,0.08747282451164627,0.1,0.0
41.45,2008__132__136###in__129__131###2008 .__132__138,nyt_20130321_cyprus,"`` this is not a lehman , '' he said , referring to the disastrous chain reaction touched off by the collapse of lehman brothers in 2008 .","`` This is not a Lehman , '' he said , referring to the disastrous chain reaction touched off by the collapse of Lehman Brothers in 2008 .",9,1,../../data/pilot_crowd_data/raw_data/f1323741_temporal_allmotivation,"Counter({'2008__132__136': 17, '2008 .__132__138': 8, 'in__129__131': 2, 'no_time': 1})",28,4,20,0.6875642843530873,"Counter({'2008__132__136': 0.8893850985172482, '2008 .__132__138': 0.39744486953107205, 'in__129__131': 0.08747282451164627, 'no_time': 0.027941026183649607})",0.6365643271124439,"Counter({'2008__132__136': 0.85, '2008 .__132__138': 0.4, 'in__129__131': 0.1, 'no_time': 0.05})",2008 .__132__138,8,0.3974448695310721,0.4,0.0
41.45,2008__132__136###in__129__131###2008 .__132__138,nyt_20130321_cyprus,"`` this is not a lehman , '' he said , referring to the disastrous chain reaction touched off by the collapse of lehman brothers in 2008 .","`` This is not a Lehman , '' he said , referring to the disastrous chain reaction touched off by the collapse of Lehman Brothers in 2008 .",9,1,../../data/pilot_crowd_data/raw_data/f1323741_temporal_allmotivation,"Counter({'2008__132__136': 17, '2008 .__132__138': 8, 'in__129__131': 2, 'no_time': 1})",28,4,20,0.6875642843530873,"Counter({'2008__132__136': 0.8893850985172482, '2008 .__132__138': 0.39744486953107205, 'in__129__131': 0.08747282451164627, 'no_time': 0.027941026183649607})",0.6365643271124439,"Counter({'2008__132__136': 0.85, '2008 .__132__138': 0.4, 'in__129__131': 0.1, 'no_time': 0.05})",no_time,1,0.02794102618364961,0.05,0.0
25.25,2008__34__38###2008 .__34__40,bbc_20130322_332,he eventually fled the country in 2008 .,He eventually fled the country in 2008 .,13,1,../../data/pilot_crowd_data/raw_data/f1323741_temporal_allmotivation,"Counter({'2008__34__38': 18, '2008 .__34__40': 9})",27,2,20,0.7665227874193118,"Counter({'2008__34__38': 0.9231423107301618, '2008 .__34__40': 0.46230094150606044})",0.7439300899367158,"Counter({'2008__34__38': 0.9, '2008 .__34__40': 0.45})",2008__34__38,18,0.9231423107301618,0.9,1.0
25.25,2008__34__38###2008 .__34__40,bbc_20130322_332,he eventually fled the country in 2008 .,He eventually fled the country in 2008 .,13,1,../../data/pilot_crowd_data/raw_data/f1323741_temporal_allmotivation,"Counter({'2008__34__38': 18, '2008 .__34__40': 9})",27,2,20,0.7665227874193118,"Counter({'2008__34__38': 0.9231423107301618, '2008 .__34__40': 0.46230094150606044})",0.7439300899367158,"Counter({'2008__34__38': 0.9, '2008 .__34__40': 0.45})",2008 .__34__40,9,0.4623009415060605,0.45,0.0
25.25,2008__34__38###2008 .__34__40,bbc_20130322_332,he eventually fled the country in 2008 .,He eventually fled the country in 2008 .,13,1,../../data/pilot_crowd_data/raw_data/f1323741_temporal_allmotivation,"Counter({'2008__34__38': 18, '2008 .__34__40': 9})",27,2,20,0.7665227874193118,"Counter({'2008__34__38': 0.9231423107301618, '2008 .__34__40': 0.46230094150606044})",0.7439300899367158,"Counter({'2008__34__38': 0.9, '2008 .__34__40': 0.45})",no_time,0,0.0,0.0,0.0
58.15,2009 - 2010__44__55###2009__44__48###2010__51__55,AP_20130322,"one exception was the swine flu pandemic of 2009 - 2010 , when 348 children died .","One exception was the swine flu pandemic of 2009 - 2010 , when 348 children died .",5,2,../../data/pilot_crowd_data/raw_data/f1323741_temporal_allmotivation,"Counter({'2009 - 2010__44__55': 19, '2009__44__48': 11, '2010__51__55': 11, 'no_time': 1})",42,4,20,0.7485037956818079,"Counter({'2009 - 2010__44__55': 0.9715134362558048, '2009__44__48': 0.6260557564099121, '2010__51__55': 0.6260557564099121, 'no_time': 0.028486563744195205})",0.7042464404667729,"Counter({'2009 - 2010__44__55': 0.95, '2009__44__48': 0.55, '2010__51__55': 0.55, 'no_time': 0.05})",2009 - 2010__44__55,19,0.9715134362558048,0.95,0.0
58.15,2009 - 2010__44__55###2009__44__48###2010__51__55,AP_20130322,"one exception was the swine flu pandemic of 2009 - 2010 , when 348 children died .","One exception was the swine flu pandemic of 2009 - 2010 , when 348 children died .",5,2,../../data/pilot_crowd_data/raw_data/f1323741_temporal_allmotivation,"Counter({'2009 - 2010__44__55': 19, '2009__44__48': 11, '2010__51__55': 11, 'no_time': 1})",42,4,20,0.7485037956818079,"Counter({'2009 - 2010__44__55': 0.9715134362558048, '2009__44__48': 0.6260557564099121, '2010__51__55': 0.6260557564099121, 'no_time': 0.028486563744195205})",0.7042464404667729,"Counter({'2009 - 2010__44__55': 0.95, '2009__44__48': 0.55, '2010__51__55': 0.55, 'no_time': 0.05})",2009__44__48,11,0.6260557564099121,0.55,1.0
58.15,2009 - 2010__44__55###2009__44__48###2010__51__55,AP_20130322,"one exception was the swine flu pandemic of 2009 - 2010 , when 348 children died .","One exception was the swine flu pandemic of 2009 - 2010 , when 348 children died .",5,2,../../data/pilot_crowd_data/raw_data/f1323741_temporal_allmotivation,"Counter({'2009 - 2010__44__55': 19, '2009__44__48': 11, '2010__51__55': 11, 'no_time': 1})",42,4,20,0.7485037956818079,"Counter({'2009 - 2010__44__55': 0.9715134362558048, '2009__44__48': 0.6260557564099121, '2010__51__55': 0.6260557564099121, 'no_time': 0.028486563744195205})",0.7042464404667729,"Counter({'2009 - 2010__44__55': 0.95, '2009__44__48': 0.55, '2010__51__55': 0.55, 'no_time': 0.05})",2010__51__55,11,0.6260557564099121,0.55,1.0
58.15,2009 - 2010__44__55###2009__44__48###2010__51__55,AP_20130322,"one exception was the swine flu pandemic of 2009 - 2010 , when 348 children died .","One exception was the swine flu pandemic of 2009 - 2010 , when 348 children died .",5,2,../../data/pilot_crowd_data/raw_data/f1323741_temporal_allmotivation,"Counter({'2009 - 2010__44__55': 19, '2009__44__48': 11, '2010__51__55': 11, 'no_time': 1})",42,4,20,0.7485037956818079,"Counter({'2009 - 2010__44__55': 0.9715134362558048, '2009__44__48': 0.6260557564099121, '2010__51__55': 0.6260557564099121, 'no_time': 0.028486563744195205})",0.7042464404667729,"Counter({'2009 - 2010__44__55': 0.95, '2009__44__48': 0.55, '2010__51__55': 0.55, 'no_time': 0.05})",no_time,1,0.028486563744195205,0.05,0.0
50.7,2009__146__150,WSJ_20130322_804,"the department of health and human services says that the law will '' make health-care coverage more affordable and accessible , '' pointing to a 2009 analysis by the congressional budget office that says average individual premiums , on an apples-to-apples basis , would be lower .","The Department of Health and Human Services says that the law will '' make health-care coverage more affordable and accessible , '' pointing to a 2009 analysis by the Congressional Budget Office that says average individual premiums , on an apples-to-apples basis , would be lower .",3,1,../../data/pilot_crowd_data/raw_data/f1323741_temporal_allmotivation,"Counter({'2009__146__150': 19, 'no_time': 1})",20,2,20,0.9411770761454344,"Counter({'2009__146__150': 0.9713060887495572, 'no_time': 0.028693911250442863})",0.9,"Counter({'2009__146__150': 0.95, 'no_time': 0.05})",2009__146__150,19,0.9713060887495572,0.95,1.0
50.7,2009__146__150,WSJ_20130322_804,"the department of health and human services says that the law will '' make health-care coverage more affordable and accessible , '' pointing to a 2009 analysis by the congressional budget office that says average individual premiums , on an apples-to-apples basis , would be lower .","The Department of Health and Human Services says that the law will '' make health-care coverage more affordable and accessible , '' pointing to a 2009 analysis by the Congressional Budget Office that says average individual premiums , on an apples-to-apples basis , would be lower .",3,1,../../data/pilot_crowd_data/raw_data/f1323741_temporal_allmotivation,"Counter({'2009__146__150': 19, 'no_time': 1})",20,2,20,0.9411770761454344,"Counter({'2009__146__150': 0.9713060887495572, 'no_time': 0.028693911250442863})",0.9,"Counter({'2009__146__150': 0.95, 'no_time': 0.05})",no_time,1,0.028693911250442863,0.05,0.0
21.55,2010__111__115,nyt_20130321_cyprus,"only ireland , still struggling to recover from the banking collapse that required an international bailout in 2010 , has a higher debt-to-g.d.p. ratio among euro zone countries .","Only Ireland , still struggling to recover from the banking collapse that required an international bailout in 2010 , has a higher debt-to-G.D.P. ratio among euro zone countries .",6,1,../../data/pilot_crowd_data/raw_data/f1323741_temporal_allmotivation,Counter({'2010__111__115': 20}),20,1,20,1.0,Counter({'2010__111__115': 1.0}),1.0,Counter({'2010__111__115': 1.0}),2010__111__115,20,1.0,1.0,1.0
21.55,2010__111__115,nyt_20130321_cyprus,"only ireland , still struggling to recover from the banking collapse that required an international bailout in 2010 , has a higher debt-to-g.d.p. ratio among euro zone countries .","Only Ireland , still struggling to recover from the banking collapse that required an international bailout in 2010 , has a higher debt-to-G.D.P. ratio among euro zone countries .",6,1,../../data/pilot_crowd_data/raw_data/f1323741_temporal_allmotivation,Counter({'2010__111__115': 20}),20,1,20,1.0,Counter({'2010__111__115': 1.0}),1.0,Counter({'2010__111__115': 1.0}),no_time,0,0.0,0.0,0.0
26.6,2010__118__122,bbc_20130322_1353,israel 's prime minister has apologised to turkey for `` any errors that could have led to loss of life '' during the 2010 commando raid on an aid flotilla that tried to breach the gaza blockade .,Israel 's prime minister has apologised to Turkey for `` any errors that could have led to loss of life '' during the 2010 commando raid on an aid flotilla that tried to breach the Gaza blockade .,0,0,../../data/pilot_crowd_data/raw_data/f1323741_temporal_allmotivation,"Counter({'2010__118__122': 19, 'no_time': 1})",20,2,20,0.9206155961317948,"Counter({'2010__118__122': 0.9608127478524696, 'no_time': 0.03918725214753045})",0.9,"Counter({'2010__118__122': 0.95, 'no_time': 0.05})",2010__118__122,19,0.9608127478524696,0.95,0.0
26.6,2010__118__122,bbc_20130322_1353,israel 's prime minister has apologised to turkey for `` any errors that could have led to loss of life '' during the 2010 commando raid on an aid flotilla that tried to breach the gaza blockade .,Israel 's prime minister has apologised to Turkey for `` any errors that could have led to loss of life '' during the 2010 commando raid on an aid flotilla that tried to breach the Gaza blockade .,0,0,../../data/pilot_crowd_data/raw_data/f1323741_temporal_allmotivation,"Counter({'2010__118__122': 19, 'no_time': 1})",20,2,20,0.9206155961317948,"Counter({'2010__118__122': 0.9608127478524696, 'no_time': 0.03918725214753045})",0.9,"Counter({'2010__118__122': 0.95, 'no_time': 0.05})",no_time,1,0.03918725214753045,0.05,0.0
22.85,2010__171__175,nyt_20130321_women_senate,"senator kirsten e. gillibrand , democrat of new york , and senator susan collins , republican of maine , led the repeal in the senate of `` do n't ask , do n't tell '' in 2010 , allowing gay men and women to serve openly in the military .","Senator Kirsten E. Gillibrand , Democrat of New York , and Senator Susan Collins , Republican of Maine , led the repeal in the Senate of `` do n't ask , do n't tell '' in 2010 , allowing gay men and women to serve openly in the military .",20,1,../../data/pilot_crowd_data/raw_data/f1323741_temporal_allmotivation,Counter({'2010__171__175': 20}),20,1,20,1.0,Counter({'2010__171__175': 1.0}),1.0,Counter({'2010__171__175': 1.0}),2010__171__175,20,1.0,1.0,1.0
22.85,2010__171__175,nyt_20130321_women_senate,"senator kirsten e. gillibrand , democrat of new york , and senator susan collins , republican of maine , led the repeal in the senate of `` do n't ask , do n't tell '' in 2010 , allowing gay men and women to serve openly in the military .","Senator Kirsten E. Gillibrand , Democrat of New York , and Senator Susan Collins , Republican of Maine , led the repeal in the Senate of `` do n't ask , do n't tell '' in 2010 , allowing gay men and women to serve openly in the military .",20,1,../../data/pilot_crowd_data/raw_data/f1323741_temporal_allmotivation,Counter({'2010__171__175': 20}),20,1,20,1.0,Counter({'2010__171__175': 1.0}),1.0,Counter({'2010__171__175': 1.0}),no_time,0,0.0,0.0,0.0
38.3,2010__39__43,WSJ_20130318_731,"microsoft corp. broke sales records in 2010 when it released its kinect - a movement-tracking device that enabled xbox users to play their favorite games through gestures alone , without need of a controller .","Microsoft Corp. broke sales records in 2010 when it released its Kinect - a movement-tracking device that enabled Xbox users to play their favorite games through gestures alone , without need of a controller .",0,1,../../data/pilot_crowd_data/raw_data/f1323741_temporal_allmotivation,"Counter({'2010__39__43': 19, 'no_time': 1})",20,2,20,0.9234713907250016,"Counter({'2010__39__43': 0.9622905255733637, 'no_time': 0.037709474426636296})",0.9,"Counter({'2010__39__43': 0.95, 'no_time': 0.05})",2010__39__43,19,0.9622905255733636,0.95,1.0
38.3,2010__39__43,WSJ_20130318_731,"microsoft corp. broke sales records in 2010 when it released its kinect - a movement-tracking device that enabled xbox users to play their favorite games through gestures alone , without need of a controller .","Microsoft Corp. broke sales records in 2010 when it released its Kinect - a movement-tracking device that enabled Xbox users to play their favorite games through gestures alone , without need of a controller .",0,1,../../data/pilot_crowd_data/raw_data/f1323741_temporal_allmotivation,"Counter({'2010__39__43': 19, 'no_time': 1})",20,2,20,0.9234713907250016,"Counter({'2010__39__43': 0.9622905255733637, 'no_time': 0.037709474426636296})",0.9,"Counter({'2010__39__43': 0.95, 'no_time': 0.05})",no_time,1,0.037709474426636296,0.05,0.0
68.4,2011__3__7,bbc_20130322_332,"in 2011 , the aar consortium attempted to block a drilling joint venture in the arctic between bp and rosneft through the courts and the plan was eventually dropped .","In 2011 , the AAR consortium attempted to block a drilling joint venture in the Arctic between BP and Rosneft through the courts and the plan was eventually dropped .",10,1,../../data/pilot_crowd_data/raw_data/f1323741_temporal_allmotivation,"Counter({'2011__3__7': 18, 'no_time': 2})",20,2,20,0.9077807216877036,"Counter({'2011__3__7': 0.9542836596945377, 'no_time': 0.04571634030546227})",0.8105263157894737,"Counter({'2011__3__7': 0.9, 'no_time': 0.1})",2011__3__7,18,0.9542836596945375,0.9,1.0
68.4,2011__3__7,bbc_20130322_332,"in 2011 , the aar consortium attempted to block a drilling joint venture in the arctic between bp and rosneft through the courts and the plan was eventually dropped .","In 2011 , the AAR consortium attempted to block a drilling joint venture in the Arctic between BP and Rosneft through the courts and the plan was eventually dropped .",10,1,../../data/pilot_crowd_data/raw_data/f1323741_temporal_allmotivation,"Counter({'2011__3__7': 18, 'no_time': 2})",20,2,20,0.9077807216877036,"Counter({'2011__3__7': 0.9542836596945377, 'no_time': 0.04571634030546227})",0.8105263157894737,"Counter({'2011__3__7': 0.9, 'no_time': 0.1})",no_time,2,0.04571634030546227,0.1,0.0
32.35,2011__3__7,nyt_20130321_china_pollution,"in 2011 , during a round of discussions over stricter emissions standards , the china electricity council , which represents the companies , pushed back hard against the proposals , saying that the costs of upgrading the plants would be too high .","In 2011 , during a round of discussions over stricter emissions standards , the China Electricity Council , which represents the companies , pushed back hard against the proposals , saying that the costs of upgrading the plants would be too high .",11,1,../../data/pilot_crowd_data/raw_data/f1323741_temporal_allmotivation,Counter({'2011__3__7': 20}),20,1,20,1.0,Counter({'2011__3__7': 1.0}),1.0,Counter({'2011__3__7': 1.0}),2011__3__7,20,1.0,1.0,1.0
32.35,2011__3__7,nyt_20130321_china_pollution,"in 2011 , during a round of discussions over stricter emissions standards , the china electricity council , which represents the companies , pushed back hard against the proposals , saying that the costs of upgrading the plants would be too high .","In 2011 , during a round of discussions over stricter emissions standards , the China Electricity Council , which represents the companies , pushed back hard against the proposals , saying that the costs of upgrading the plants would be too high .",11,1,../../data/pilot_crowd_data/raw_data/f1323741_temporal_allmotivation,Counter({'2011__3__7': 20}),20,1,20,1.0,Counter({'2011__3__7': 1.0}),1.0,Counter({'2011__3__7': 1.0}),no_time,0,0.0,0.0,0.0
27.45,2030__99__103###now__125__128,nyt_20130321_china_pollution,"the report estimated that the number of passenger cars in china was on track to hit 400 million by 2030 , up from 90 million now .","The report estimated that the number of passenger cars in China was on track to hit 400 million by 2030 , up from 90 million now .",14,2,../../data/pilot_crowd_data/raw_data/f1323741_temporal_allmotivation,"Counter({'2030__99__103': 15, 'now__125__128': 13, 'no_time': 1})",29,3,20,0.6649534779577082,"Counter({'2030__99__103': 0.8009872231769913, 'now__125__128': 0.6533462647491528, 'no_time': 0.05460803213405591})",0.6349453174041552,"Counter({'2030__99__103': 0.75, 'now__125__128': 0.65, 'no_time': 0.05})",2030__99__103,15,0.8009872231769913,0.75,1.0
27.45,2030__99__103###now__125__128,nyt_20130321_china_pollution,"the report estimated that the number of passenger cars in china was on track to hit 400 million by 2030 , up from 90 million now .","The report estimated that the number of passenger cars in China was on track to hit 400 million by 2030 , up from 90 million now .",14,2,../../data/pilot_crowd_data/raw_data/f1323741_temporal_allmotivation,"Counter({'2030__99__103': 15, 'now__125__128': 13, 'no_time': 1})",29,3,20,0.6649534779577082,"Counter({'2030__99__103': 0.8009872231769913, 'now__125__128': 0.6533462647491528, 'no_time': 0.05460803213405591})",0.6349453174041552,"Counter({'2030__99__103': 0.75, 'now__125__128': 0.65, 'no_time': 0.05})",now__125__128,13,0.6533462647491528,0.65,1.0
27.45,2030__99__103###now__125__128,nyt_20130321_china_pollution,"the report estimated that the number of passenger cars in china was on track to hit 400 million by 2030 , up from 90 million now .","The report estimated that the number of passenger cars in China was on track to hit 400 million by 2030 , up from 90 million now .",14,2,../../data/pilot_crowd_data/raw_data/f1323741_temporal_allmotivation,"Counter({'2030__99__103': 15, 'now__125__128': 13, 'no_time': 1})",29,3,20,0.6649534779577082,"Counter({'2030__99__103': 0.8009872231769913, 'now__125__128': 0.6533462647491528, 'no_time': 0.05460803213405591})",0.6349453174041552,"Counter({'2030__99__103': 0.75, 'now__125__128': 0.65, 'no_time': 0.05})",no_time,1,0.05460803213405591,0.05,0.0
44.45,20th Century__68__80###Century__73__80###the 20th Century__64__80###1984__19__23,bbc_20130322_1150,"before retiring in 1984 , mr lowe worked as an inspector of schools with the department of education and sciences , and he leaves three sons from a previous marriage .","Before retiring in 1984 , Mr Lowe worked as an Inspector of Schools with the Department of Education and Sciences , and he leaves three sons from a previous marriage .",18,1,../../data/pilot_crowd_data/raw_data/f1323741_temporal_allmotivation,"Counter({'1984__19__23': 17, 'the 20th century__64__80': 7, 'century__73__80': 7, '20th century__68__80': 6})",37,4,20,0.5755715262790294,"Counter({'1984__19__23': 0.8582150624847623, 'the 20th century__64__80': 0.36411177751120616, 'century__73__80': 0.3585795976006625, '20th century__68__80': 0.3292312006295887})",0.5686722484986979,"Counter({'1984__19__23': 0.85, 'the 20th century__64__80': 0.35, 'century__73__80': 0.35, '20th century__68__80': 0.3})",20th century__68__80,6,0.3292312006295887,0.3,0.0
44.45,20th Century__68__80###Century__73__80###the 20th Century__64__80###1984__19__23,bbc_20130322_1150,"before retiring in 1984 , mr lowe worked as an inspector of schools with the department of education and sciences , and he leaves three sons from a previous marriage .","Before retiring in 1984 , Mr Lowe worked as an Inspector of Schools with the Department of Education and Sciences , and he leaves three sons from a previous marriage .",18,1,../../data/pilot_crowd_data/raw_data/f1323741_temporal_allmotivation,"Counter({'1984__19__23': 17, 'the 20th century__64__80': 7, 'century__73__80': 7, '20th century__68__80': 6})",37,4,20,0.5755715262790294,"Counter({'1984__19__23': 0.8582150624847623, 'the 20th century__64__80': 0.36411177751120616, 'century__73__80': 0.3585795976006625, '20th century__68__80': 0.3292312006295887})",0.5686722484986979,"Counter({'1984__19__23': 0.85, 'the 20th century__64__80': 0.35, 'century__73__80': 0.35, '20th century__68__80': 0.3})",century__73__80,7,0.3585795976006625,0.35,0.0
44.45,20th Century__68__80###Century__73__80###the 20th Century__64__80###1984__19__23,bbc_20130322_1150,"before retiring in 1984 , mr lowe worked as an inspector of schools with the department of education and sciences , and he leaves three sons from a previous marriage .","Before retiring in 1984 , Mr Lowe worked as an Inspector of Schools with the Department of Education and Sciences , and he leaves three sons from a previous marriage .",18,1,../../data/pilot_crowd_data/raw_data/f1323741_temporal_allmotivation,"Counter({'1984__19__23': 17, 'the 20th century__64__80': 7, 'century__73__80': 7, '20th century__68__80': 6})",37,4,20,0.5755715262790294,"Counter({'1984__19__23': 0.8582150624847623, 'the 20th century__64__80': 0.36411177751120616, 'century__73__80': 0.3585795976006625, '20th century__68__80': 0.3292312006295887})",0.5686722484986979,"Counter({'1984__19__23': 0.85, 'the 20th century__64__80': 0.35, 'century__73__80': 0.35, '20th century__68__80': 0.3})",the 20th century__64__80,7,0.36411177751120616,0.35,0.0
44.45,20th Century__68__80###Century__73__80###the 20th Century__64__80###1984__19__23,bbc_20130322_1150,"before retiring in 1984 , mr lowe worked as an inspector of schools with the department of education and sciences , and he leaves three sons from a previous marriage .","Before retiring in 1984 , Mr Lowe worked as an Inspector of Schools with the Department of Education and Sciences , and he leaves three sons from a previous marriage .",18,1,../../data/pilot_crowd_data/raw_data/f1323741_temporal_allmotivation,"Counter({'1984__19__23': 17, 'the 20th century__64__80': 7, 'century__73__80': 7, '20th century__68__80': 6})",37,4,20,0.5755715262790294,"Counter({'1984__19__23': 0.8582150624847623, 'the 20th century__64__80': 0.36411177751120616, 'century__73__80': 0.3585795976006625, '20th century__68__80': 0.3292312006295887})",0.5686722484986979,"Counter({'1984__19__23': 0.85, 'the 20th century__64__80': 0.35, 'century__73__80': 0.35, '20th century__68__80': 0.3})",1984__19__23,17,0.8582150624847623,0.85,1.0
44.45,20th Century__68__80###Century__73__80###the 20th Century__64__80###1984__19__23,bbc_20130322_1150,"before retiring in 1984 , mr lowe worked as an inspector of schools with the department of education and sciences , and he leaves three sons from a previous marriage .","Before retiring in 1984 , Mr Lowe worked as an Inspector of Schools with the Department of Education and Sciences , and he leaves three sons from a previous marriage .",18,1,../../data/pilot_crowd_data/raw_data/f1323741_temporal_allmotivation,"Counter({'1984__19__23': 17, 'the 20th century__64__80': 7, 'century__73__80': 7, '20th century__68__80': 6})",37,4,20,0.5755715262790294,"Counter({'1984__19__23': 0.8582150624847623, 'the 20th century__64__80': 0.36411177751120616, 'century__73__80': 0.3585795976006625, '20th century__68__80': 0.3292312006295887})",0.5686722484986979,"Counter({'1984__19__23': 0.85, 'the 20th century__64__80': 0.35, 'century__73__80': 0.35, '20th century__68__80': 0.3})",no_time,0,0.0,0.0,0.0
47.6,3:07:35__42__49,WSJ_20130321_1145,"he won the gusher marathon , finishing in 3:07:35 .","He won the Gusher Marathon , finishing in 3:07:35 .",12,1,../../data/pilot_crowd_data/raw_data/f1323741_temporal_allmotivation,"Counter({'3:07:35__42__49': 18, 'no_time': 2})",20,2,20,0.8565684601544608,"Counter({'3:07:35__42__49': 0.9266164347825908, 'no_time': 0.07338356521740924})",0.8105263157894737,"Counter({'3:07:35__42__49': 0.9, 'no_time': 0.1})",3:07:35__42__49,18,0.9266164347825908,0.9,1.0
47.6,3:07:35__42__49,WSJ_20130321_1145,"he won the gusher marathon , finishing in 3:07:35 .","He won the Gusher Marathon , finishing in 3:07:35 .",12,1,../../data/pilot_crowd_data/raw_data/f1323741_temporal_allmotivation,"Counter({'3:07:35__42__49': 18, 'no_time': 2})",20,2,20,0.8565684601544608,"Counter({'3:07:35__42__49': 0.9266164347825908, 'no_time': 0.07338356521740924})",0.8105263157894737,"Counter({'3:07:35__42__49': 0.9, 'no_time': 0.1})",no_time,2,0.07338356521740924,0.1,0.0
