Doc Id,Sentence Id,Sentence,Lowercase Sentence,#Tokens,Stanford POS Tag,Stanford Lemma,Stanford Lower Lemma,#POS Tags,#Lemmas,#Events,#Time Expressions,# POS Tags VB,#Event Tokens,#Event Lemma
PRI19980303.2000.2550,21,"And that is a condition of the application , then .","and that is a condition of the application , then .",11,"CC DT VBZ DT NN IN DT NN , RB .","and that be a condition of the application , then .","and that be a condition of the application , then .",11,11,0,0.0,1.0,1.0,2.0
wsj_0650,2,"The debentures are available through Goldman , Sachs amp Co. .","the debentures are available through goldman , sachs amp co. .",11,"DT NNS VBP JJ IN NNP , NNP NNP NNP .","the debenture be available through Goldman , Sachs amp Co. .","the debenture be available through goldman , sachs amp co. .",11,11,0,0.0,1.0,2.0,2.0
ABC19980114.1830.0611,15,"TWA eight hundred center , I think that was him .","twa eight hundred center , i think that was him .",11,"NNP CD CD NN , PRP VBP DT VBD PRP .","TWA eight hundred center , I think that be he .","twa eight hundred center , i think that be he .",11,11,0,0.0,2.0,2.0,2.0
wsj_0542,10,Telerate provides information about financial markets through an electronic network .,telerate provides information about financial markets through an electronic network .,11,NNP VBZ NN IN JJ NNS IN DT JJ NN .,Telerate provide information about financial market through a electronic network .,telerate provide information about financial market through a electronic network .,11,11,0,0.0,1.0,1.0,2.0
wsj_1006,18,Sales were C$ 4.2 billion compared with C$ 3.7 billion .,sales were c$ 4.2 billion compared with c$ 3.7 billion .,11,NNS VBD $ CD CD VBN IN $ CD CD .,sale be c$ 4.2 billion compare with c$ 3.7 billion .,sale be c$ 4.2 billion compare with c$ 3.7 billion .,11,11,0,0.0,2.0,3.0,3.0
wsj_0585,14,"Shearson Lehman , however , executes program trades for clients .","shearson lehman , however , executes program trades for clients .",11,"NNP NNP , RB , VBZ NN NNS IN NNS .","Shearson Lehman , however , execute program trade for client .","shearson lehman , however , execute program trade for client .",11,11,0,0.0,1.0,2.0,2.0
APW19980818.0515,13,`` I am truly in the presence of heroes . '',`` i am truly in the presence of heroes . '',11,`` PRP VBP RB IN DT NN IN NNS . '',`` I be truly in the presence of hero . '',`` i be truly in the presence of hero . '',11,11,0,0.0,1.0,1.0,2.0
NYT20000113.0267,2,"Immigration , after all , is strictly a federal matter .","immigration , after all , is strictly a federal matter .",11,"NNP , IN DT , VBZ RB DT JJ NN .","Immigration , after all , be strictly a federal matter .","immigration , after all , be strictly a federal matter .",11,11,0,0.0,1.0,1.0,1.0
ABC19980120.1830.0957,0,"For his part , Fidel Castro is the ultimate political survivor .","for his part , fidel castro is the ultimate political survivor .",12,"IN PRP$ NN , NNP NNP VBZ DT JJ JJ NN .","for he part , Fidel Castro be the ultimate political survivor .","for he part , fidel castro be the ultimate political survivor .",12,12,0,0.0,1.0,3.0,3.0
NYT20000224.0173,34,"Prior to Elian , the Gonzalez family apparently was no different .","prior to elian , the gonzalez family apparently was no different .",12,"RB TO NNP , DT NNP NN RB VBD DT JJ .","prior to Elian , the Gonzalez family apparently be no different .","prior to elian , the gonzalez family apparently be no different .",12,12,0,0.0,1.0,1.0,1.0
AP900816-0139,13,"Overall , more than 2 million foreigners are in both countries .","overall , more than 2 million foreigners are in both countries .",12,"RB , JJR IN CD CD NNS VBP IN CC NNS .","overall , more than 2 million foreigner be in both country .","overall , more than 2 million foreigner be in both country .",12,12,0,0.0,1.0,2.0,2.0
wsj_0762,1,The maker of specialty chemicals has about 5.9 million shares outstanding .,the maker of specialty chemicals has about 5.9 million shares outstanding .,12,DT NN IN NN NNS VBZ IN CD CD NNS JJ .,the maker of specialty chemical have about 5.9 million share outstanding .,the maker of specialty chemical have about 5.9 million share outstanding .,12,12,0,0.0,1.0,1.0,1.0
wsj_0798,7,Woodbridge is a holding company owned by Toronto 's Thomson family .,woodbridge is a holding company owned by toronto 's thomson family .,12,NNP VBZ DT VBG NN VBN IN NNP POS NNP NN .,Woodbridge be a hold company own by Toronto 's Thomson family .,woodbridge be a hold company own by toronto 's thomson family .,12,12,0,0.0,3.0,3.0,3.0
VOA19980303.1600.2745,3,VOA 's Jim Teple has details from our southeast news bureau .,voa 's jim teple has details from our southeast news bureau .,12,NNP POS NNP NNP VBZ NNS IN PRP$ NN NN NN .,VOA 's Jim Teple have detail from we southeast news bureau .,voa 's jim teple have detail from we southeast news bureau .,12,12,0,0.0,1.0,1.0,2.0
wsj_0586,34,What 's happening here is n't justified by the fundamentals . '',what 's happening here is n't justified by the fundamentals . '',12,WP VBZ VBG RB VBZ RB VBN IN DT NNS . '',what be happen here be not justify by the fundamental . '',what be happen here be not justify by the fundamental . '',12,12,0,0.0,4.0,3.0,4.0
wsj_0745,24,Politics also influences the government 's thinking on the anti-takeover restriction .,politics also influences the government 's thinking on the anti-takeover restriction .,12,NNS RB VBZ DT NN POS NN IN DT JJ NN .,politics also influence the government 's thinking on the anti-takeover restriction .,politics also influence the government 's thinking on the anti-takeover restriction .,12,12,0,0.0,1.0,1.0,2.0
ABC19980120.1830.0957,5,This is clearly an opportunity for Cuba to look good internationally .,this is clearly an opportunity for cuba to look good internationally .,12,DT VBZ RB DT NN IN NNP TO VB JJ RB .,this be clearly a opportunity for Cuba to look good internationally .,this be clearly a opportunity for cuba to look good internationally .,12,12,0,0.0,2.0,4.0,4.0
VOA19980305.1800.2603,0,"International Women 's Day is this coming Sunday , March eighth .","international women 's day is this coming sunday , march eighth .",12,"NNP NNP POS NN VBZ DT VBG NNP , NNP NN .","International Women 's day be this come Sunday , March eighth .","international women 's day be this come sunday , march eighth .",12,12,0,1.0,2.0,3.0,3.0
wsj_0675,28,"Bonds : Shearson Lehman Hutton Treasury index 3406.31 , off 19.29 .","bonds : shearson lehman hutton treasury index 3406.31 , off 19.29 .",12,"NNS : NNP NNP NNP NNP NN CD , RB CD .","bond : Shearson Lehman Hutton Treasury index 3406.31 , off 19.29 .","bond : shearson lehman hutton treasury index 3406.31 , off 19.29 .",12,12,0,0.0,0.0,1.0,1.0
wsj_0187,9,Waertsilae Marine 's biggest creditor is Miami-based Carnival Cruise Lines Inc. .,waertsilae marine 's biggest creditor is miami-based carnival cruise lines inc. .,12,NNP NNP POS JJS NN VBZ JJ NNP NNP NNPS NNP .,Waertsilae Marine 's biggest creditor be miami-based Carnival Cruise Lines Inc. .,waertsilae marine 's biggest creditor be miami-based carnival cruise lines inc. .,12,12,0,0.0,1.0,1.0,1.0
wsj_0781,23,Those companies are paying the price for taking the risk . '',those companies are paying the price for taking the risk . '',12,DT NNS VBP VBG DT NN IN VBG DT NN . '',those company be pay the price for take the risk . '',those company be pay the price for take the risk . '',12,12,0,0.0,3.0,4.0,4.0
wsj_0610,9,Each share point is worth about $ 60 million in sales .,each share point is worth about $ 60 million in sales .,12,DT NN NN VBZ JJ IN $ CD CD IN NNS .,each share point be worth about $ 60 million in sale .,each share point be worth about $ 60 million in sale .,12,12,0,0.0,1.0,4.0,4.0
wsj_0172,2,Midwest Financial has $ 2.3 billion in assets and eight banks .,midwest financial has $ 2.3 billion in assets and eight banks .,12,NNP NNP VBZ $ CD CD IN NNS CC CD NNS .,Midwest Financial have $ 2.3 billion in asset and eight bank .,midwest financial have $ 2.3 billion in asset and eight bank .,12,12,0,0.0,1.0,2.0,2.0
wsj_0533,14,Lawyers for the two sides were n't immediately available for comment .,lawyers for the two sides were n't immediately available for comment .,12,NNS IN DT CD NNS VBD RB RB JJ IN NN .,lawyer for the two side be not immediately available for comment .,lawyer for the two side be not immediately available for comment .,12,12,0,0.0,1.0,5.0,5.0
wsj_0781,22,`` You can do that but you 're taking a risk .,`` you can do that but you 're taking a risk .,12,`` PRP MD VB DT CC PRP VBP VBG DT NN .,`` you can do that but you be take a risk .,`` you can do that but you be take a risk .,12,12,0,0.0,3.0,2.0,3.0
wsj_0541,2,The conversion price for the debentures is $ 41.725 a share .,the conversion price for the debentures is $ 41.725 a share .,12,DT NN NN IN DT NNS VBZ $ CD DT NN .,the conversion price for the debenture be $ 41.725 a share .,the conversion price for the debenture be $ 41.725 a share .,12,12,0,0.0,1.0,3.0,3.0
APW19991008.0151,10,"The rest remained fugitives , including Saudi radical Osama bin Laden .","the rest remained fugitives , including saudi radical osama bin laden .",12,"DT NN VBD NNS , VBG JJ JJ NNP NNP NNP .","the rest remain fugitive , include saudi radical Osama bin Laden .","the rest remain fugitive , include saudi radical osama bin laden .",12,12,0,0.0,2.0,1.0,2.0
PRI19980303.2000.2550,8,They 're learning a civics lesson from the residents of Loudon county .,they 're learning a civics lesson from the residents of loudon county .,13,PRP VBP VBG DT NNS NN IN DT NNS IN NNP NN .,they be learn a civic lesson from the resident of Loudon county .,they be learn a civic lesson from the resident of loudon county .,13,13,0,0.0,2.0,1.0,2.0
wsj_0167,2,RMS distributes electronic devices and produces power supplies and plastic literature displays .,rms distributes electronic devices and produces power supplies and plastic literature displays .,13,NNP VBZ JJ NNS CC VBZ NN NNS CC JJ NN NNS .,RMS distribute electronic device and produce power supplies and plastic literature display .,rms distribute electronic device and produce power supplies and plastic literature display .,13,13,0,0.0,2.0,0.0,2.0
wsj_0786,1,The price also includes assumption of about $ 1.4 billion in debt .,the price also includes assumption of about $ 1.4 billion in debt .,13,DT NN RB VBZ NN IN IN $ CD CD IN NN .,the price also include assumption of about $ 1.4 billion in debt .,the price also include assumption of about $ 1.4 billion in debt .,13,13,0,0.0,1.0,2.0,2.0
wsj_0811,6,Merrill Lynch Capital Markets Inc. is the sole underwriter for the offering .,merrill lynch capital markets inc. is the sole underwriter for the offering .,13,NNP NNP NNP NNP NNP VBZ DT JJ NN IN DT NN .,Merrill Lynch Capital Markets Inc. be the sole underwriter for the offering .,merrill lynch capital markets inc. be the sole underwriter for the offering .,13,13,0,0.0,1.0,3.0,3.0
wsj_0907,3,The earnings-per-share figures reflect a 25 % stock dividend in June 1989 .,the earnings-per-share figures reflect a 25 % stock dividend in june 1989 .,13,DT JJ NNS VBP DT CD NN NN NN IN NNP CD .,the earnings-per-share figure reflect a 25 % stock dividend in June 1989 .,the earnings-per-share figure reflect a 25 % stock dividend in june 1989 .,13,13,0,1.0,1.0,2.0,2.0
CNN19980227.2130.0067,0,"Live from Atalanta , good evening Lynne Russell , CNN headline news .","live from atalanta , good evening lynne russell , cnn headline news .",13,"VB IN NNP , JJ NN NNP NNP , NNP NN NN .","live from Atalanta , good evening Lynne Russell , CNN headline news .","live from atalanta , good evening lynne russell , cnn headline news .",13,13,0,0.0,1.0,2.0,2.0
wsj_0760,3,"In the year-earlier quarter , the tax credit was $ 3.3 million .","in the year-earlier quarter , the tax credit was $ 3.3 million .",13,"IN DT JJ NN , DT NN NN VBD $ CD CD .","in the year-earlier quarter , the tax credit be $ 3.3 million .","in the year-earlier quarter , the tax credit be $ 3.3 million .",13,13,0,1.0,1.0,2.0,2.0
wsj_0924,6,Sales were C$ 348.2 million compared with C$ 307.2 a year earlier .,sales were c$ 348.2 million compared with c$ 307.2 a year earlier .,13,NNS VBD $ CD CD VBN IN $ CD DT NN RBR .,sale be c$ 348.2 million compare with c$ 307.2 a year earlier .,sale be c$ 348.2 million compare with c$ 307.2 a year earlier .,13,13,0,1.0,2.0,3.0,3.0
wsj_0695,1,Rally 's operates and franchises about 160 fast-food restaurants throughout the U.S. .,rally 's operates and franchises about 160 fast-food restaurants throughout the u.s. .,13,NNP POS VBZ CC VBZ IN CD NN NNS IN DT NNP .,Rally 's operate and franchise about 160 fast-food restaurant throughout the U.S. .,rally 's operate and franchise about 160 fast-food restaurant throughout the u.s. .,13,13,0,0.0,2.0,2.0,2.0
ABC19980108.1830.0711,12,"In Hong Kong , is always belongs to the seller 's market .","in hong kong , is always belongs to the seller 's market .",13,"IN NNP NNP , VBZ RB VBZ TO DT NN POS NN .","in Hong Kong , be always belong to the seller 's market .","in hong kong , be always belong to the seller 's market .",13,13,0,0.0,2.0,4.0,5.0
ABC19980120.1830.0957,22,And in just a moment Diane Sawyer will have some other news .,and in just a moment diane sawyer will have some other news .,13,CC IN RB DT NN NNP NNP MD VB DT JJ NN .,and in just a moment Diane Sawyer will have some other news .,and in just a moment diane sawyer will have some other news .,13,13,0,0.0,1.0,3.0,3.0
WSJ900813-0157,48,U.S. officials claim they already see signs Saddam Hussein is getting nervous .,u.s. officials claim they already see signs saddam hussein is getting nervous .,13,NNP NNS VBP PRP RB VBP NNS NNP NNP VBZ VBG JJ .,U.S. official claim they already see sign Saddam Hussein be get nervous .,u.s. official claim they already see sign saddam hussein be get nervous .,13,13,0,0.0,4.0,4.0,4.0
APW19991008.0151,7,"The U.S. Embassy in Pretoria , South Africa , had no comment .","the u.s. embassy in pretoria , south africa , had no comment .",13,"DT NNP NNP IN NNP , NNP NNP , VBD DT NN .","the U.S. Embassy in Pretoria , South Africa , have no comment .","the u.s. embassy in pretoria , south africa , have no comment .",13,13,0,0.0,1.0,3.0,3.0
wsj_0585,45,The average daily share turnover for October is almost 148 million shares .,the average daily share turnover for october is almost 148 million shares .,13,DT JJ JJ NN NN IN NNP VBZ RB CD CD NNS .,the average daily share turnover for October be almost 148 million share .,the average daily share turnover for october be almost 148 million share .,13,13,0,1.0,1.0,2.0,2.0
wsj_0555,3,Waxman sells a variety of hardware products for the home repair market .,waxman sells a variety of hardware products for the home repair market .,13,NNP VBZ DT NN IN NN NNS IN DT NN NN NN .,Waxman sell a variety of hardware product for the home repair market .,waxman sell a variety of hardware product for the home repair market .,13,13,0,0.0,1.0,2.0,3.0
VOA19980331.1700.1533,2,"Currently , transplant organs are rationed through a regional system of distribution .","currently , transplant organs are rationed through a regional system of distribution .",13,"RB , NN NNS VBP VBN IN DT JJ NN IN NN .","currently , transplant organ be ration through a regional system of distribution .","currently , transplant organ be ration through a regional system of distribution .",13,13,0,0.0,2.0,1.0,2.0
NYT20000424.0319,8,"As did Castro , a master manipulator of public opinion in Cuba .","as did castro , a master manipulator of public opinion in cuba .",13,"IN VBD NNP , DT NN NN IN JJ NN IN NNP .","as do Castro , a master manipulator of public opinion in Cuba .","as do castro , a master manipulator of public opinion in cuba .",13,13,0,0.0,1.0,3.0,3.0
wsj_0745,14,"The 15 % restriction covers any would-be suitor , British or foreign .","the 15 % restriction covers any would-be suitor , british or foreign .",13,"DT CD NN NN VBZ DT JJ NN , JJ CC JJ .","the 15 % restriction cover any would-be suitor , british or foreign .","the 15 % restriction cover any would-be suitor , british or foreign .",13,13,0,0.0,1.0,0.0,1.0
wsj_0150,5,"Williams , Duluth , Ga. , is an insurance and financial-services holding company .","williams , duluth , ga. , is an insurance and financial-services holding company .",14,"NNP , NNP , NNP , VBZ DT NN CC NNS VBG NN .","Williams , Duluth , Ga. , be a insurance and financial-service hold company .","williams , duluth , ga. , be a insurance and financial-service hold company .",14,14,0,0.0,2.0,2.0,2.0
wsj_0150,6,Its subsidiaries ' services are marketed by closely held A.L. Williams amp Associates .,its subsidiaries ' services are marketed by closely held a.l. williams amp associates .,14,PRP$ NNS POS NNS VBP VBN IN RB VBN NNP NNP NNP NNPS .,its subsidiary ' service be market by closely hold A.L. Williams amp Associates .,its subsidiary ' service be market by closely hold a.l. williams amp associates .,14,14,0,0.0,3.0,3.0,4.0
NYT20000330.0406,41,What about all the other poor kids in South and Central America ? '',what about all the other poor kids in south and central america ? '',14,WP IN PDT DT JJ JJ NNS IN NNP CC NNP NNP . '',what about all the other poor kid in South and Central America ? '',what about all the other poor kid in south and central america ? '',14,14,0,0.0,0.0,1.0,1.0
NYT19980907.0112,11,Crew-cut FBI agents fill many of the luxury hotels in the two cities .,crew-cut fbi agents fill many of the luxury hotels in the two cities .,14,JJ NNP NNS VBP JJ IN DT NN NNS IN DT CD NNS .,crew-cut FBI agent fill many of the luxury hotel in the two city .,crew-cut fbi agent fill many of the luxury hotel in the two city .,14,14,0,0.0,1.0,2.0,2.0
APW20000107.0318,4,"But in Cuba , Elian 's father was angry about Burton 's subpoena .","but in cuba , elian 's father was angry about burton 's subpoena .",14,"CC IN NNP , NNP POS NN VBD JJ IN NNP POS NN .","but in Cuba , Elian 's father be angry about Burton 's subpoena .","but in cuba , elian 's father be angry about burton 's subpoena .",14,14,0,0.0,1.0,2.0,2.0
wsj_0810,18,One big question now is the likely role of Mr. Fournier 's allies .,one big question now is the likely role of mr. fournier 's allies .,14,CD JJ NN RB VBZ DT JJ NN IN NNP NNP POS NNS .,one big question now be the likely role of Mr. Fournier 's ally .,one big question now be the likely role of mr. fournier 's ally .,14,14,0,0.0,1.0,3.0,4.0
wsj_0356,2,Each right entitles shareholders to buy one-half share of common for $ 30 .,each right entitles shareholders to buy one-half share of common for $ 30 .,14,DT NN VBZ NNS TO VB JJ NN IN JJ IN $ CD .,each right entitle shareholder to buy one-half share of common for $ 30 .,each right entitle shareholder to buy one-half share of common for $ 30 .,14,14,0,0.0,2.0,3.0,3.0
wsj_0675,30,"Dollar : 141.65 yen , off 0.45 ; 1.8300 marks , off 0.0100 .","dollar : 141.65 yen , off 0.45 ; 1.8300 marks , off 0.0100 .",14,"NN : CD NNS , IN CD : CD NNS , IN CD .","dollar : 141.65 yen , off 0.45 ; 1.8300 mark , off 0.0100 .","dollar : 141.65 yen , off 0.45 ; 1.8300 mark , off 0.0100 .",14,14,0,0.0,0.0,0.0,0.0
wsj_0584,34,`` How many shares will be around in 1995 ? '' he asked .,`` how many shares will be around in 1995 ? '' he asked .,14,`` WRB JJ NNS MD VB RB IN CD . '' PRP VBD .,`` how many share will be around in 1995 ? '' he ask .,`` how many share will be around in 1995 ? '' he ask .,14,14,0,0.0,2.0,4.0,4.0
NYT19980907.0112,27,`` Our clients are adventure travelers and most of them are very savvy .,`` our clients are adventure travelers and most of them are very savvy .,14,`` PRP$ NNS VBP NN NNS CC JJS IN PRP VBP RB JJ .,`` we client be adventure traveler and most of they be very savvy .,`` we client be adventure traveler and most of they be very savvy .,14,14,0,0.0,2.0,2.0,2.0
APW19991008.0151,9,Eight of them are in custody in the United States and one overseas .,eight of them are in custody in the united states and one overseas .,14,CD IN PRP VBP IN NN IN DT NNP NNPS CC CD RB .,eight of they be in custody in the United States and one overseas .,eight of they be in custody in the united states and one overseas .,14,14,0,0.0,1.0,3.0,3.0
NYT20000414.0296,0,MIAMI _ The small pharmacy on Unity Boulevard in Little Havana is unassuming .,miami _ the small pharmacy on unity boulevard in little havana is unassuming .,14,NNP CD DT JJ NN IN NNP NNP IN NNP NNP VBZ JJ .,MIAMI _ the small pharmacy on Unity Boulevard in Little Havana be unassuming .,miami _ the small pharmacy on unity boulevard in little havana be unassuming .,14,14,0,0.0,1.0,3.0,3.0
ABC19980108.1830.0711,21,"Of all of Asia 's economies , Hong Kong is the most robust .","of all of asia 's economies , hong kong is the most robust .",14,"IN DT IN NNP POS NNS , NNP NNP VBZ DT RBS JJ .","of all of Asia 's economy , Hong Kong be the most robust .","of all of asia 's economy , hong kong be the most robust .",14,14,0,0.0,1.0,1.0,1.0
NYT19980206.0460,2,It was the third consecutive month that job generation has been exceptionally strong .,it was the third consecutive month that job generation has been exceptionally strong .,14,PRP VBD DT JJ JJ NN WDT NN NN VBZ VBN RB JJ .,it be the third consecutive month that job generation have be exceptionally strong .,it be the third consecutive month that job generation have be exceptionally strong .,14,14,0,0.0,3.0,3.0,3.0
NYT19980206.0460,12,`` The bottom line is that we 've got a lovely economy . '',`` the bottom line is that we 've got a lovely economy . '',14,`` DT JJ NN VBZ IN PRP VBP VBD DT JJ NN . '',`` the bottom line be that we have get a lovely economy . '',`` the bottom line be that we have get a lovely economy . '',14,14,0,0.0,3.0,2.0,3.0
NYT19980206.0460,17,"Inflation has been almost nonexistent , and consumer confidence has been extremely strong .","inflation has been almost nonexistent , and consumer confidence has been extremely strong .",14,"NN VBZ VBN RB JJ , CC NN NN VBZ VBN RB JJ .","inflation have be almost nonexistent , and consumer confidence have be extremely strong .","inflation have be almost nonexistent , and consumer confidence have be extremely strong .",14,14,0,0.0,4.0,5.0,5.0
NYT20000424.0319,4,"It was a model of efficient law enforcement , guided by due process .","it was a model of efficient law enforcement , guided by due process .",14,"PRP VBD DT NN IN JJ NN NN , VBN IN JJ NN .","it be a model of efficient law enforcement , guide by due process .","it be a model of efficient law enforcement , guide by due process .",14,14,0,0.0,2.0,4.0,4.0
APW19991008.0151,14,"The victims in Nairobi , Kenya , numbered 213 , including 12 Americans .","the victims in nairobi , kenya , numbered 213 , including 12 americans .",14,"DT NNS IN NNP , NNP , VBD CD , VBG CD NNPS .","the victim in Nairobi , Kenya , number 213 , include 12 Americans .","the victim in nairobi , kenya , number 213 , include 12 americans .",14,14,0,0.0,2.0,1.0,2.0
APW19980322.0749,10,`` Nationalists in the north are not a minority in someone else 's country .,`` nationalists in the north are not a minority in someone else 's country .,15,`` NNPS IN DT NN VBP RB DT NN IN NN RB POS NN .,`` Nationalists in the north be not a minority in someone else 's country .,`` nationalists in the north be not a minority in someone else 's country .,15,15,0,0.0,1.0,3.0,3.0
PRI19980303.2000.2550,7,The school says it teaches the children to be good Muslims and good students .,the school says it teaches the children to be good muslims and good students .,15,DT NN VBZ PRP VBZ DT NNS TO VB JJ NNPS CC JJ NNS .,the school say it teach the child to be good Muslims and good student .,the school say it teach the child to be good muslims and good student .,15,15,0,0.0,3.0,4.0,4.0
VOA19980305.1800.2603,1,A major focus of International Women 's Day is the plight of Afghan women .,a major focus of international women 's day is the plight of afghan women .,15,DT JJ NN IN NNP NNP POS NN VBZ DT NN IN NNP NNS .,a major focus of International Women 's day be the plight of Afghan woman .,a major focus of international women 's day be the plight of afghan woman .,15,15,0,0.0,1.0,1.0,1.0
wsj_0584,36,`` There 's nothing preventing BellSouth from buying up shares in the meanwhile . '',`` there 's nothing preventing bellsouth from buying up shares in the meanwhile . '',15,`` EX VBZ NN VBG NNP IN VBG RP NNS IN DT NN . '',`` there be nothing prevent BellSouth from buy up share in the meanwhile . '',`` there be nothing prevent bellsouth from buy up share in the meanwhile . '',15,15,0,0.0,3.0,3.0,4.0
ABC19980304.1830.1636,4,"Even two hundred miles up in space , there has been a glass ceiling .","even two hundred miles up in space , there has been a glass ceiling .",15,"RB CD CD NNS RB IN NN , EX VBZ VBN DT NN NN .","even two hundred mile up in space , there have be a glass ceiling .","even two hundred mile up in space , there have be a glass ceiling .",15,15,0,0.0,2.0,4.0,4.0
wsj_0568,4,"`` The quarter was terrible , and the future looks anything but encouraging . ''","`` the quarter was terrible , and the future looks anything but encouraging . ''",15,"`` DT NN VBD JJ , CC DT JJ VBZ NN CC VBG . ''","`` the quarter be terrible , and the future look anything but encourage . ''","`` the quarter be terrible , and the future look anything but encourage . ''",15,15,0,0.0,3.0,2.0,2.0
wsj_0973,7,GNP is the total value of the nation 's output of goods and services .,gnp is the total value of the nation 's output of goods and services .,15,NNP VBZ DT JJ NN IN DT NN POS NN IN NNS CC NNS .,GNP be the total value of the nation 's output of goods and service .,gnp be the total value of the nation 's output of goods and service .,15,15,0,0.0,1.0,1.0,2.0
NYT20000403.0463,35,"`` His father will be Fidel Castro , the worst dictator in history . ''","`` his father will be fidel castro , the worst dictator in history . ''",15,"`` PRP$ NN MD VB NNP NNP , DT JJS NN IN NN . ''","`` he father will be Fidel Castro , the worst dictator in history . ''","`` he father will be fidel castro , the worst dictator in history . ''",15,15,0,0.0,1.0,3.0,3.0
wsj_0661,2,"The investor group owns 1,534,600 Dataproducts common shares , or a 7.6 % stake .","the investor group owns 1,534,600 dataproducts common shares , or a 7.6 % stake .",15,"DT NN NN VBZ CD NNPS JJ NNS , CC DT CD NN NN .","the investor group own 1,534,600 Dataproducts common share , or a 7.6 % stake .","the investor group own 1,534,600 dataproducts common share , or a 7.6 % stake .",15,15,0,0.0,1.0,1.0,1.0
wsj_0585,17,Kidder Peabody does program trading for its own as well as clients ' accounts .,kidder peabody does program trading for its own as well as clients ' accounts .,15,NNP NNP VBZ NN NN IN PRP$ JJ RB RB IN NNS POS NNS .,Kidder Peabody do program trading for its own as well as client ' account .,kidder peabody do program trading for its own as well as client ' account .,15,15,0,0.0,1.0,4.0,5.0
wsj_0585,27,No one has big positions and no one wants to take big risks . '',no one has big positions and no one wants to take big risks . '',15,DT NN VBZ JJ NNS CC DT NN VBZ TO VB JJ NNS . '',no one have big position and no one want to take big risk . '',no one have big position and no one want to take big risk . '',15,15,0,0.0,3.0,3.0,3.0
APW19980810.0907,2,The source for the Tanzanian figures is the U.S. Embassy in Dar es Salaam .,the source for the tanzanian figures is the u.s. embassy in dar es salaam .,15,DT NN IN DT JJ NNS VBZ DT NNP NNP IN NNP VBZ FW .,the source for the tanzanian figure be the U.S. Embassy in Dar e salaam .,the source for the tanzanian figure be the u.s. embassy in dar e salaam .,15,15,0,0.0,2.0,3.0,3.0
ABC19980120.1830.0957,15,Castro has said that you can be a Communist and still be a Christian .,castro has said that you can be a communist and still be a christian .,15,NNP VBZ VBD IN PRP MD VB DT JJ CC RB VB DT NNP .,Castro have say that you can be a communist and still be a Christian .,castro have say that you can be a communist and still be a christian .,15,15,0,0.0,4.0,4.0,4.0
PRI19980306.2000.1675,0,"For The World , this is Pamela McCall in the BBC news room in London .","for the world , this is pamela mccall in the bbc news room in london .",16,"IN DT NNP , DT VBZ NNP NNP IN DT NNP NN NN IN NNP .","for the World , this be Pamela McCall in the BBC news room in London .","for the world , this be pamela mccall in the bbc news room in london .",16,16,0,0.0,1.0,4.0,4.0
ABC19980304.1830.1636,10,It means supervising the rest of the crew in training and leading them in flight .,it means supervising the rest of the crew in training and leading them in flight .,16,PRP VBZ VBG DT NN IN DT NN IN NN CC VBG PRP IN NN .,it mean supervise the rest of the crew in training and lead they in flight .,it mean supervise the rest of the crew in training and lead they in flight .,16,16,0,0.0,3.0,5.0,5.0
wsj_0781,36,"Intel clocks the chip 's speed at 15 million instructions per second , or MIPs .","intel clocks the chip 's speed at 15 million instructions per second , or mips .",16,"NNP VBZ DT NN POS NN IN CD CD NNS IN JJ , CC NNS .","Intel clock the chip 's speed at 15 million instruction per second , or mips .","intel clock the chip 's speed at 15 million instruction per second , or mips .",16,16,0,0.0,1.0,1.0,1.0
wsj_1014,8,"Third-period sales were $ 2.49 billion , up from last year 's $ 2.34 billion .","third-period sales were $ 2.49 billion , up from last year 's $ 2.34 billion .",16,"JJ NNS VBD $ CD CD , RB IN JJ NN POS $ CD CD .","third-period sale be $ 2.49 billion , up from last year 's $ 2.34 billion .","third-period sale be $ 2.49 billion , up from last year 's $ 2.34 billion .",16,16,0,0.0,1.0,3.0,3.0
APW19980626.0364,5,"The fine is twice the donation , as provided for under German party financing laws .","the fine is twice the donation , as provided for under german party financing laws .",16,"DT NN VBZ RB DT NN , IN VBN IN IN JJ NN NN NNS .","the fine be twice the donation , as provide for under german party financing law .","the fine be twice the donation , as provide for under german party financing law .",16,16,0,0.0,2.0,5.0,5.0
NYT20000105.0325,3,`` The core issue here is the bond between the parent and the child . '',`` the core issue here is the bond between the parent and the child . '',16,`` DT NN NN RB VBZ DT NN IN DT NN CC DT NN . '',`` the core issue here be the bond between the parent and the child . '',`` the core issue here be the bond between the parent and the child . '',16,16,0,0.0,1.0,2.0,2.0
wsj_0670,8,The extrusion unit produces bare and painted custom extrusions for building products and construction industries .,the extrusion unit produces bare and painted custom extrusions for building products and construction industries .,16,DT NN NN VBZ JJ CC JJ NN NNS IN NN NNS CC NN NNS .,the extrusion unit produce bare and painted custom extrusion for building product and construction industry .,the extrusion unit produce bare and painted custom extrusion for building product and construction industry .,16,16,0,0.0,1.0,2.0,3.0
wsj_0991,4,"Total Assets plans and designs computer centers , computer security systems and computer backup systems .","total assets plans and designs computer centers , computer security systems and computer backup systems .",16,"JJ NNS NNS CC NNS NN NNS , NN NN NNS CC NN NN NNS .","total asset plan and design computer center , computer security system and computer backup system .","total asset plan and design computer center , computer security system and computer backup system .",16,16,0,0.0,0.0,1.0,1.0
