Doc Id,Sentence Id,Sentence,Lowercase Sentence,#Tokens,Stanford POS Tag,Stanford Lemma,Stanford Lower Lemma,#POS Tags,#Lemmas,#Events,#Time Expressions,All Runs Times
nyt_20130321_cyprus,4,"Greece may well have been too big to fail last year , but Cyprus , which creates less than one-half percent of the euro zone 's gross domestic product , is certainly not .","greece may well have been too big to fail last year , but cyprus , which creates less than one-half percent of the euro zone 's gross domestic product , is certainly not .",34,"NNP MD RB VB VBN RB JJ TO VB JJ NN , CC NNP , WDT VBZ JJR IN NN NN IN DT NN NN POS JJ JJ NN , VBZ RB RB .","Greece may well have be too big to fail last year , but Cyprus , which create less than one-half percent of the euro zone 's gross domestic product , be certainly not .","greece may well have be too big to fail last year , but cyprus , which create less than one-half percent of the euro zone 's gross domestic product , be certainly not .",34,34,2,1,last year__42__51
nyt_20130321_cyprus,5,"From a financial standpoint , what is most noteworthy is that the combined debt of the Cypriot people , companies and government is 2.6 times the size of the country 's gross domestic product .","from a financial standpoint , what is most noteworthy is that the combined debt of the cypriot people , companies and government is 2.6 times the size of the country 's gross domestic product .",35,"IN DT JJ NN , WP VBZ RBS JJ VBZ IN DT JJ NN IN DT NNP NNS , NNS CC NN VBZ CD NNS DT NN IN DT NN POS JJ JJ NN .","from a financial standpoint , what be most noteworthy be that the combined debt of the Cypriot people , company and government be 2.6 time the size of the country 's gross domestic product .","from a financial standpoint , what be most noteworthy be that the combined debt of the cypriot people , company and government be 2.6 time the size of the country 's gross domestic product .",35,35,2,0,
nyt_20130321_cyprus,6,"Only Ireland , still struggling to recover from the banking collapse that required an international bailout in 2010 , has a higher debt-to-G.D.P. ratio among euro zone countries .","only ireland , still struggling to recover from the banking collapse that required an international bailout in 2010 , has a higher debt-to-g.d.p. ratio among euro zone countries .",29,"RB NNP , RB VBG TO VB IN DT NN NN WDT VBD DT JJ NN IN CD , VBZ DT JJR NN NN IN NN NN NNS .","only Ireland , still struggle to recover from the banking collapse that require a international bailout in 2010 , have a higher debt-to-g.d.p. ratio among euro zone country .","only ireland , still struggle to recover from the banking collapse that require a international bailout in 2010 , have a higher debt-to-g.d.p. ratio among euro zone country .",29,29,5,1,2010__111__115
nyt_20130321_cyprus,7,"As debts in Europe mount in inverse proportion to the ability of its citizens , companies and governments to make good on them , the view is forming in Berlin and Brussels that a signal must be sent that citizens and investors must start accepting losses for the euro zone to survive in the long run .","as debts in europe mount in inverse proportion to the ability of its citizens , companies and governments to make good on them , the view is forming in berlin and brussels that a signal must be sent that citizens and investors must start accepting losses for the euro zone to survive in the long run .",57,"IN NNS IN NNP VBP IN JJ NN TO DT NN IN PRP$ NNS , NNS CC NNS TO VB JJ IN PRP , DT NN VBZ VBG IN NNP CC NNP IN DT NN MD VB VBN DT NNS CC NNS MD VB VBG NNS IN DT NN NN TO VB IN DT JJ NN .","as debt in Europe mount in inverse proportion to the ability of its citizen , company and government to make good on they , the view be form in Berlin and Brussels that a signal must be send that citizen and investor must start accept loss for the euro zone to survive in the long run .","as debt in europe mount in inverse proportion to the ability of its citizen , company and government to make good on they , the view be form in berlin and brussels that a signal must be send that citizen and investor must start accept loss for the euro zone to survive in the long run .",57,57,7,0,
nyt_20130321_cyprus,8,"`` There have been too many bailouts in Europe ; it 's time to remove the air bags , '' said Stephen Jen , a former economist at the International Monetary Fund who runs a hedge fund in London .","`` there have been too many bailouts in europe ; it 's time to remove the air bags , '' said stephen jen , a former economist at the international monetary fund who runs a hedge fund in london .",40,"`` EX VBP VBN RB JJ NNS IN NNP : PRP VBZ NN TO VB DT NN NN , '' VBD NNP NNP , DT JJ NN IN DT NNP NNP NNP WP VBZ DT JJ NN IN NNP .","`` there have be too many bailout in Europe ; it be time to remove the air bags , '' say Stephen Jen , a former economist at the International Monetary Fund who run a hedge fund in London .","`` there have be too many bailout in europe ; it be time to remove the air bags , '' say stephen jen , a former economist at the international monetary fund who run a hedge fund in london .",40,40,2,0,former__109__115
nyt_20130321_cyprus,9,"`` This is not a Lehman , '' he said , referring to the disastrous chain reaction touched off by the collapse of Lehman Brothers in 2008 .","`` this is not a lehman , '' he said , referring to the disastrous chain reaction touched off by the collapse of lehman brothers in 2008 .",28,"`` DT VBZ RB DT NNP , '' PRP VBD , VBG TO DT JJ NN NN VBD RP IN DT NN IN NNP NNPS IN CD .","`` this be not a Lehman , '' he say , refer to the disastrous chain reaction touch off by the collapse of Lehman Brothers in 2008 .","`` this be not a lehman , '' he say , refer to the disastrous chain reaction touch off by the collapse of lehman brothers in 2008 .",28,28,5,1,2008__132__136###in__129__131###2008 .__132__138
nyt_20130321_cyprus,10,Eric Dor is a French economist who has studied the mechanics of how a country might remove itself from the monetary union .,eric dor is a french economist who has studied the mechanics of how a country might remove itself from the monetary union .,23,NNP NNP VBZ DT JJ NN WP VBZ VBN DT NNS IN WRB DT NN MD VB PRP IN DT JJ NN .,Eric Dor be a french economist who have study the mechanic of how a country might remove itself from the monetary union .,eric dor be a french economist who have study the mechanic of how a country might remove itself from the monetary union .,23,23,2,0,
nyt_20130321_cyprus,11,"By his calculations , the euro zone - through its central banking system and its national banks - has just 27 billion euros in outstanding credit exposure to Cyprus .","by his calculations , the euro zone - through its central banking system and its national banks - has just 27 billion euros in outstanding credit exposure to cyprus .",30,"IN PRP$ NNS , DT NN NN : IN PRP$ JJ NN NN CC PRP$ JJ NNS : VBZ RB CD CD NNS IN JJ NN NN TO NNP .","by he calculation , the euro zone - through its central banking system and its national bank - have just 27 billion euro in outstanding credit exposure to Cyprus .","by he calculation , the euro zone - through its central banking system and its national bank - have just 27 billion euro in outstanding credit exposure to cyprus .",30,30,1,0,
nyt_20130321_cyprus,12,That is a mere rounding error compared with the euro zone G.D.P. of 9.4 trillion euros .,that is a mere rounding error compared with the euro zone g.d.p. of 9.4 trillion euros .,17,DT VBZ DT JJ VBG NN VBN IN DT NN NN NN IN CD CD NNS .,that be a mere round error compare with the euro zone g.d.p. of 9.4 trillion euro .,that be a mere round error compare with the euro zone g.d.p. of 9.4 trillion euro .,17,17,0,0,
nyt_20130321_cyprus,13,"Estimates of the potential cost if Greece had been forced into a disorderly euro exit have ranged from 200 billion euros to 800 billion euros , given the larger exposure that the European Central Bank and European banks had to the country .","estimates of the potential cost if greece had been forced into a disorderly euro exit have ranged from 200 billion euros to 800 billion euros , given the larger exposure that the european central bank and european banks had to the country .",43,"NNS IN DT JJ NN IN NNP VBD VBN VBN IN DT JJ NN NN VBP VBN IN CD CD NNS TO CD CD NNS , VBN DT JJR NN IN DT JJ NNP NNP CC JJ NNS VBD TO DT NN .","estimate of the potential cost if Greece have be force into a disorderly euro exit have range from 200 billion euro to 800 billion euro , give the larger exposure that the european Central Bank and european bank have to the country .","estimate of the potential cost if greece have be force into a disorderly euro exit have range from 200 billion euro to 800 billion euro , give the larger exposure that the european central bank and european bank have to the country .",43,43,3,0,
nyt_20130321_cyprus,14,"`` This explains why Germany and others are putting so much pressure on Cyprus , '' said Mr. Dor , head of research at the Ieseg School of Management in Lille , France .","`` this explains why germany and others are putting so much pressure on cyprus , '' said mr. dor , head of research at the ieseg school of management in lille , france .",34,"`` DT VBZ WRB NNP CC NNS VBP VBG RB JJ NN IN NNP , '' VBD NNP NNP , NN IN NN IN DT NNP NNP IN NNP IN NNP , NNP .","`` this explain why Germany and other be put so much pressure on Cyprus , '' say Mr. Dor , head of research at the Ieseg School of Management in Lille , France .","`` this explain why germany and other be put so much pressure on cyprus , '' say mr. dor , head of research at the ieseg school of management in lille , france .",34,34,3,0,
nyt_20130321_cyprus,15,"`` They are saying we can take the risk of pushing Cyprus out of the euro zone , and that Europe can take the losses without going broke . ''","`` they are saying we can take the risk of pushing cyprus out of the euro zone , and that europe can take the losses without going broke . ''",30,"`` PRP VBP VBG PRP MD VB DT NN IN VBG NNP IN IN DT NN NN , CC IN NNP MD VB DT NNS IN VBG VBD . ''","`` they be say we can take the risk of push Cyprus out of the euro zone , and that Europe can take the loss without go break . ''","`` they be say we can take the risk of push cyprus out of the euro zone , and that europe can take the loss without go break . ''",30,30,4,0,
nyt_20130321_cyprus,16,"Mr. Dor notes that the current euro zonewide system of insuring bank deposits up to 100,000 euros was put in place after the financial panic that followed the Lehman collapse .","mr. dor notes that the current euro zonewide system of insuring bank deposits up to 100,000 euros was put in place after the financial panic that followed the lehman collapse .",31,NNP NNP VBZ IN DT JJ NN NN NN IN VBG NN NNS IN TO CD NNS VBD VBN IN NN IN DT JJ NN WDT VBD DT NNP NN .,"Mr. Dor note that the current euro zonewide system of insure bank deposit up to 100,000 euro be put in place after the financial panic that follow the Lehman collapse .","mr. dor note that the current euro zonewide system of insure bank deposit up to 100,000 euro be put in place after the financial panic that follow the lehman collapse .",31,31,4,0,current__23__30
nyt_20130321_cyprus,17,Those deposits are supposed to be insured by national governments .,those deposits are supposed to be insured by national governments .,11,DT NNS VBP VBN TO VB VBN IN JJ NNS .,those deposit be suppose to be insure by national government .,those deposit be suppose to be insure by national government .,11,11,2,0,
nyt_20130321_cyprus,18,So when the president of Cyprus admitted this week that his country did not have the money to backstop the 30 billion euros of guaranteed bank deposits - a figure greater than the Cypriot economy itself - a crucial bond of trust between a government and its citizens was snapped .,so when the president of cyprus admitted this week that his country did not have the money to backstop the 30 billion euros of guaranteed bank deposits - a figure greater than the cypriot economy itself - a crucial bond of trust between a government and its citizens was snapped .,51,RB WRB DT NN IN NNP VBD DT NN IN PRP$ NN VBD RB VB DT NN TO NN DT CD CD NNS IN VBN NN NNS : DT NN JJR IN DT NNP NN PRP : DT JJ NN IN NN IN DT NN CC PRP$ NNS VBD VBN .,so when the president of Cyprus admit this week that he country do not have the money to backstop the 30 billion euro of guarantee bank deposit - a figure greater than the Cypriot economy itself - a crucial bond of trust between a government and its citizen be snap .,so when the president of cyprus admit this week that he country do not have the money to backstop the 30 billion euro of guarantee bank deposit - a figure greater than the cypriot economy itself - a crucial bond of trust between a government and its citizen be snap .,51,51,3,1,this week__41__50
nyt_20130321_cyprus,19,"`` It is the first time ever that the leader of a euro zone country has admitted that he could not afford to pay the guarantee , '' Mr. Dor said .","`` it is the first time ever that the leader of a euro zone country has admitted that he could not afford to pay the guarantee , '' mr. dor said .",32,"`` PRP VBZ DT JJ NN RB IN DT NN IN DT NN NN NN VBZ VBN IN PRP MD RB VB TO VB DT NN , '' NNP NNP VBD .","`` it be the first time ever that the leader of a euro zone country have admit that he could not afford to pay the guarantee , '' Mr. Dor say .","`` it be the first time ever that the leader of a euro zone country have admit that he could not afford to pay the guarantee , '' mr. dor say .",32,32,4,0,
nyt_20130321_cyprus,20,"A hasty expulsion from the euro zone would make the savings of the Cypriot people all the more evanescent , once they are converted back into Cypriot pounds , the currency Cyprus used before adopting the euro in 2007 .","a hasty expulsion from the euro zone would make the savings of the cypriot people all the more evanescent , once they are converted back into cypriot pounds , the currency cyprus used before adopting the euro in 2007 .",40,"DT JJ NN IN DT NN NN MD VB DT NNS IN DT NNP NNS PDT DT RBR JJ , IN PRP VBP VBN RB IN NNP NNS , DT NN NNP VBD IN VBG DT NN IN CD .","a hasty expulsion from the euro zone would make the savings of the Cypriot people all the more evanescent , once they be convert back into Cypriot pound , the currency Cyprus use before adopt the euro in 2007 .","a hasty expulsion from the euro zone would make the savings of the cypriot people all the more evanescent , once they be convert back into cypriot pound , the currency cyprus use before adopt the euro in 2007 .",40,40,4,1,2007__212__216###once__108__112###2007 .__212__218
bbc_20130322_332,0,"Oil giant BP has said it will buy back $ 8bn of shares , returning to shareholders the money they had put into a complicated Russian venture .","oil giant bp has said it will buy back $ 8bn of shares , returning to shareholders the money they had put into a complicated russian venture .",28,"NNP JJ NNP VBZ VBD PRP MD VB RB $ CD IN NNS , VBG TO NNS DT NN PRP VBD VBN IN DT JJ JJ NN .","Oil giant BP have say it will buy back $ 8bn of share , return to shareholder the money they have put into a complicated russian venture .","oil giant bp have say it will buy back $ 8bn of share , return to shareholder the money they have put into a complicated russian venture .",28,28,4,0,
bbc_20130322_332,1,It said it '' expected to return to BP shareholders an amount equivalent to the value of the company 's original investment in TNK-BP '' .,it said it '' expected to return to bp shareholders an amount equivalent to the value of the company 's original investment in tnk-bp '' .,26,PRP VBD PRP '' VBN TO VB TO NNP NNS DT NN NN TO DT NN IN DT NN POS JJ NN IN NN '' .,it say it '' expect to return to BP shareholder a amount equivalent to the value of the company 's original investment in tnk-bp '' .,it say it '' expect to return to bp shareholder a amount equivalent to the value of the company 's original investment in tnk-bp '' .,26,26,4,0,
bbc_20130322_332,2,BP agreed to sell back its 50 % stake in TNK-BP to Russia 's Rosneft in October in return for $ 17.1 bn in cash and shares .,bp agreed to sell back its 50 % stake in tnk-bp to russia 's rosneft in october in return for $ 17.1 bn in cash and shares .,28,NN VBD TO VB RP PRP$ CD NN NN IN NN TO NNP POS NNP IN NNP IN NN IN $ CD NN IN NN CC NNS .,bp agree to sell back its 50 % stake in tnk-bp to Russia 's Rosneft in October in return for $ 17.1 bn in cash and share .,bp agree to sell back its 50 % stake in tnk-bp to russia 's rosneft in october in return for $ 17.1 bn in cash and share .,28,28,2,1,October__72__79
bbc_20130322_332,3,It invested in TNK-BP in 2003 .,it invested in tnk-bp in 2003 .,7,PRP VBD IN NNP IN CD .,it invest in TNK-BP in 2003 .,it invest in tnk-bp in 2003 .,7,7,1,1,2003__25__29###2003 .__25__31
bbc_20130322_332,4,BP chairman Carl-Henric Svanberg said : `` We expect our stake in Rosneft will generate long-term value for BP and its shareholders .,bp chairman carl-henric svanberg said : `` we expect our stake in rosneft will generate long-term value for bp and its shareholders .,23,NN NN NNP NNP VBD : `` PRP VBP PRP$ NN IN NNP MD VB JJ NN IN NN CC PRP$ NNS .,bp chairman Carl-Henric Svanberg say : `` we expect we stake in Rosneft will generate long-term value for bp and its shareholder .,bp chairman carl-henric svanberg say : `` we expect we stake in rosneft will generate long-term value for bp and its shareholder .,23,23,3,0,
bbc_20130322_332,5,But this buyback programme should also allow our shareholders to see benefits in the near-term from the value we have realised by reshaping our Russian business . '',but this buyback programme should also allow our shareholders to see benefits in the near-term from the value we have realised by reshaping our russian business . '',28,CC DT NN NN MD RB VB PRP$ NNS TO VB NNS IN DT JJ IN DT NN PRP VBP VBN IN VBG PRP$ JJ NN . '',but this buyback programme should also allow we shareholder to see benefit in the near-term from the value we have realise by reshape we russian business . '',but this buyback programme should also allow we shareholder to see benefit in the near-term from the value we have realise by reshape we russian business . '',28,28,4,0,
bbc_20130322_332,6,BP expects the share buyback programme could take between 12 and 18 months to complete .,bp expects the share buyback programme could take between 12 and 18 months to complete .,16,NN VBZ DT NN NN NN MD VB IN CD CC CD NNS TO VB .,bp expect the share buyback programme could take between 12 and 18 month to complete .,bp expect the share buyback programme could take between 12 and 18 month to complete .,16,16,3,2,18 months__65__74###12 and 18 months__58__74###12__58__60###and__61__64
bbc_20130322_332,7,"`` In 2003 BP invested around $ 8bn in cash , shares and assets in the formation of TNK-BP , '' the oil giant said .","`` in 2003 bp invested around $ 8bn in cash , shares and assets in the formation of tnk-bp , '' the oil giant said .",26,"`` IN CD NNP VBD IN $ CD IN NN , NNS CC NNS IN DT NN IN NN , '' DT NN NN VBD .","`` in 2003 BP invest around $ 8bn in cash , share and asset in the formation of tnk-bp , '' the oil giant say .","`` in 2003 bp invest around $ 8bn in cash , share and asset in the formation of tnk-bp , '' the oil giant say .",26,26,3,1,2003__6__10
bbc_20130322_332,8,`` Over the following decade BP received a total of $ 19bn in dividends from the joint venture . '',`` over the following decade bp received a total of $ 19bn in dividends from the joint venture . '',20,`` IN DT VBG NN NN VBD DT NN IN $ CD IN NNS IN DT JJ NN . '',`` over the follow decade bp receive a total of $ 19bn in dividend from the joint venture . '',`` over the follow decade bp receive a total of $ 19bn in dividend from the joint venture . '',20,20,1,1,the following decade__8__28###Over the following decade__0__25###following__12__21###the following__8__21
bbc_20130322_332,9,"Although BP 's involvement in the Russian joint venture has been lucrative , relations with its partners have often been fraught with disagreement .","although bp 's involvement in the russian joint venture has been lucrative , relations with its partners have often been fraught with disagreement .",24,"IN NN POS NN IN DT JJ JJ NN VBZ VBN JJ , NNS IN PRP$ NNS VBP RB VBN JJ IN NN .","although bp 's involvement in the russian joint venture have be lucrative , relation with its partner have often be fraught with disagreement .","although bp 's involvement in the russian joint venture have be lucrative , relation with its partner have often be fraught with disagreement .",24,24,3,0,
bbc_20130322_332,10,"In 2011 , the AAR consortium attempted to block a drilling joint venture in the Arctic between BP and Rosneft through the courts and the plan was eventually dropped .","in 2011 , the aar consortium attempted to block a drilling joint venture in the arctic between bp and rosneft through the courts and the plan was eventually dropped .",30,"IN CD , DT NNP NN VBD TO VB DT NN JJ NN IN DT NNP IN NNP CC NNP IN DT NNS CC DT NN VBD RB VBN .","in 2011 , the AAR consortium attempt to block a drilling joint venture in the Arctic between BP and Rosneft through the court and the plan be eventually drop .","in 2011 , the aar consortium attempt to block a drilling joint venture in the arctic between bp and rosneft through the court and the plan be eventually drop .",30,30,3,1,2011__3__7
bbc_20130322_332,11,"As well as internal wrangles , BP employees at TNK-BP have fallen foul of Russian authorities .","as well as internal wrangles , bp employees at tnk-bp have fallen foul of russian authorities .",17,"RB RB IN JJ NNS , NN NNS IN NNP VBP VBN JJ IN JJ NNS .","as well as internal wrangle , bp employee at TNK-BP have fall foul of russian authority .","as well as internal wrangle , bp employee at tnk-bp have fall foul of russian authority .",17,17,1,0,
bbc_20130322_332,12,"While serving as head of TNK-BP , Bob Dudley - now the head of BP as a whole - had his office bugged and raided by the police and met with onerous back-tax demands , legal action and visa problems .","while serving as head of tnk-bp , bob dudley - now the head of bp as a whole - had his office bugged and raided by the police and met with onerous back-tax demands , legal action and visa problems .",41,"IN VBG IN NN IN NN , NNP NNP : RB DT NN IN NN IN DT JJ : VBD PRP$ NN VBD CC VBD IN DT NN CC VBD IN JJ NN NNS , JJ NN CC NN NNS .","while serve as head of tnk-bp , Bob Dudley - now the head of bp as a whole - have he office bug and raid by the police and meet with onerous back-tax demand , legal action and visa problem .","while serve as head of tnk-bp , bob dudley - now the head of bp as a whole - have he office bug and raid by the police and meet with onerous back-tax demand , legal action and visa problem .",41,41,7,1,now__47__50
bbc_20130322_332,13,He eventually fled the country in 2008 .,he eventually fled the country in 2008 .,8,PRP RB VBD DT NN IN CD .,he eventually flee the country in 2008 .,he eventually flee the country in 2008 .,8,8,1,1,2008__34__38###2008 .__34__40
bbc_20130322_332,14,"But the tie-up with Rosneft will keep BP in Russia , allowing it to continue to explore and exploit the country 's vast energy resources , including in the Arctic region .","but the tie-up with rosneft will keep bp in russia , allowing it to continue to explore and exploit the country 's vast energy resources , including in the arctic region .",32,"CC DT NN IN NNP MD VB NNP IN NNP , VBG PRP TO VB TO VB CC VB DT NN POS JJ NN NNS , VBG IN DT NNP NN .","but the tie-up with Rosneft will keep BP in Russia , allow it to continue to explore and exploit the country 's vast energy resource , include in the Arctic region .","but the tie-up with rosneft will keep bp in russia , allow it to continue to explore and exploit the country 's vast energy resource , include in the arctic region .",32,32,5,0,
bbc_20130322_332,15,And Rosneft benefits from BP 's expertise in exploring in difficult and potentially hazardous conditions .,and rosneft benefits from bp 's expertise in exploring in difficult and potentially hazardous conditions .,16,CC NNP NNS IN NNP POS NN IN VBG IN JJ CC RB JJ NNS .,and Rosneft benefit from BP 's expertise in explore in difficult and potentially hazardous condition .,and rosneft benefit from bp 's expertise in explore in difficult and potentially hazardous condition .,16,16,1,0,
nyt_20130321_women_senate,0,"An hour before her colleagues gathered for their first vote of a new Congress , Senator Kelly Ayotte slipped into an empty Senate chamber to savor the grandeur of her legislative home .","an hour before her colleagues gathered for their first vote of a new congress , senator kelly ayotte slipped into an empty senate chamber to savor the grandeur of her legislative home .",33,"DT NN IN PRP$ NNS VBN IN PRP$ JJ NN IN DT JJ NNP , NNP NNP NNP VBD IN DT JJ NNP NN TO VB DT NN IN PRP$ JJ NN .","a hour before she colleague gather for they first vote of a new Congress , Senator Kelly Ayotte slip into a empty Senate chamber to savor the grandeur of she legislative home .","a hour before she colleague gather for they first vote of a new congress , senator kelly ayotte slip into a empty senate chamber to savor the grandeur of she legislative home .",33,33,4,1,An hour__0__7
nyt_20130321_women_senate,1,"As Ms. Ayotte , a freshman Republican from New Hampshire , sat down at the wooden desk where generations of lawmakers from her state had cast their votes , a doorman marched toward her with purpose .","as ms. ayotte , a freshman republican from new hampshire , sat down at the wooden desk where generations of lawmakers from her state had cast their votes , a doorman marched toward her with purpose .",37,"IN NNP NNP , DT NN NNP IN NNP NNP , VBD RP IN DT JJ NN WRB NNS IN NNS IN PRP$ NN VBD VBN PRP$ NNS , DT NN VBD IN PRP$ IN NN .","as Ms. Ayotte , a freshman Republican from New Hampshire , sit down at the wooden desk where generation of lawmaker from she state have cast they vote , a doorman march toward she with purpose .","as ms. ayotte , a freshman republican from new hampshire , sit down at the wooden desk where generation of lawmaker from she state have cast they vote , a doorman march toward she with purpose .",37,37,3,0,
nyt_20130321_women_senate,2,"The desks , he sternly told her , were for senators only .","the desks , he sternly told her , were for senators only .",13,"DT NNS , PRP RB VBD PRP , VBD IN NNS RB .","the desk , he sternly tell she , be for senator only .","the desk , he sternly tell she , be for senator only .",13,13,1,0,
nyt_20130321_women_senate,3,"Ms. Ayotte 's induction that January day in 2011 into the most rarefied ranks of the nation 's political class , female senators , had begun .","ms. ayotte 's induction that january day in 2011 into the most rarefied ranks of the nation 's political class , female senators , had begun .",27,"NNP NNP POS NN IN NNP NN IN CD IN DT RBS VBN NNS IN DT NN POS JJ NN , JJ NNS , VBD VBN .","Ms. Ayotte 's induction that January day in 2011 into the most rarefy rank of the nation 's political class , female senator , have begin .","ms. ayotte 's induction that january day in 2011 into the most rarefy rank of the nation 's political class , female senator , have begin .",27,27,2,2,January__29__36###2011__44__48###January day__29__40###January day in 2011__29__48
nyt_20130321_women_senate,4,"`` The desk thing really stuck with me , '' Ms. Ayotte said .","`` the desk thing really stuck with me , '' ms. ayotte said .",14,"`` DT NN NN RB VBD IN PRP , '' NNP NNP VBD .","`` the desk thing really stick with I , '' Ms. Ayotte say .","`` the desk thing really stick with i , '' ms. ayotte say .",14,14,2,0,
nyt_20130321_women_senate,5,`` There still just are n't that many of us . '',`` there still just are n't that many of us . '',12,`` EX RB RB VBP RB IN JJ IN PRP . '',`` there still just be not that many of we . '',`` there still just be not that many of we . '',12,12,0,0,
nyt_20130321_women_senate,6,In the 90 years since Rebecca Felton of Georgia became the first woman in the United States Senate - sworn in for a mere 24 hours - women remain an anomaly in the upper chamber .,in the 90 years since rebecca felton of georgia became the first woman in the united states senate - sworn in for a mere 24 hours - women remain an anomaly in the upper chamber .,36,IN DT CD NNS IN NNP NNP IN NNP VBD DT JJ NN IN DT NNP NNPS NNP : VBN IN IN DT JJ CD NNS : NNS VBP DT NN IN DT JJ NN .,in the 90 year since Rebecca Felton of Georgia become the first woman in the United States Senate - swear in for a mere 24 hour - woman remain a anomaly in the upper chamber .,in the 90 year since rebecca felton of georgia become the first woman in the united states senate - swear in for a mere 24 hour - woman remain a anomaly in the upper chamber .,36,36,3,2,the 90 years__3__15###mere 24 hours__116__129###90 years__7__15###24 hours__121__129###a mere 24 hours__114__129###the 90 years since Rebecca Felton of Georgia became the first woman in the United States Senate - sworn in for a mere 24__3__123###a mere 24__114__123###the 90 years since Rebecca Felton of Georgia became the first woman in the United States Senate - sworn in for a mere 24 hours__3__129
nyt_20130321_women_senate,7,"But with 20 female senators now in office , an all-time high , women have morphed from the curiosity they were for much of the 20th century into an important new force on key committees and legislation .","but with 20 female senators now in office , an all-time high , women have morphed from the curiosity they were for much of the 20th century into an important new force on key committees and legislation .",38,"CC IN CD JJ NNS RB IN NN , DT JJ JJ , NNS VBP VBN IN DT NN PRP VBD IN JJ IN DT JJ NN IN DT JJ JJ NN IN JJ NNS CC NN .","but with 20 female senator now in office , a all-time high , woman have morph from the curiosity they be for much of the 20th century into a important new force on key committee and legislation .","but with 20 female senator now in office , a all-time high , woman have morph from the curiosity they be for much of the 20th century into a important new force on key committee and legislation .",38,38,3,2,"now__28__31###20th century__127__139###century__132__139###the 20th century__123__139###now in office , an all-time high , women have morphed from the curiosity they were for much of the 20th century__28__139"
nyt_20130321_women_senate,8,"A record nine women now lead committees , including some of the most powerful ones .","a record nine women now lead committees , including some of the most powerful ones .",16,"DT NN CD NNS RB VBP NNS , VBG DT IN DT RBS JJ NNS .","a record nine woman now lead committee , include some of the most powerful one .","a record nine woman now lead committee , include some of the most powerful one .",16,16,0,1,now__20__23
nyt_20130321_women_senate,9,"For the first time there is a woman - Senator Barbara A. Mikulski , a Maryland Democrat - in charge of the Senate Appropriations Committee , which dispenses billions of dollars annually throughout the government and has long been particularly dominated by men .","for the first time there is a woman - senator barbara a. mikulski , a maryland democrat - in charge of the senate appropriations committee , which dispenses billions of dollars annually throughout the government and has long been particularly dominated by men .",44,"IN DT JJ NN EX VBZ DT NN : NNP NNP NNP NNP , DT NNP NNP : IN NN IN DT NNP NNP NNP , WDT VBZ NNS IN NNS RB IN DT NN CC VBZ RB VBN RB VBN IN NNS .","for the first time there be a woman - Senator Barbara A. Mikulski , a Maryland Democrat - in charge of the Senate Appropriations Committee , which dispense billion of dollar annually throughout the government and have long be particularly dominate by man .","for the first time there be a woman - senator barbara a. mikulski , a maryland democrat - in charge of the senate appropriations committee , which dispense billion of dollar annually throughout the government and have long be particularly dominate by man .",44,44,2,1,annually__177__185
nyt_20130321_women_senate,10,"Senator Patty Murray , a Washington Democrat , is the first chairwoman of the Budget Committee and is charged with shaping the Democratic strategy in the fiscal battle dominating Capitol Hill .","senator patty murray , a washington democrat , is the first chairwoman of the budget committee and is charged with shaping the democratic strategy in the fiscal battle dominating capitol hill .",32,"NNP NNP NNP , DT NNP NNP , VBZ DT JJ NN IN DT NNP NNP CC VBZ VBN IN VBG DT JJ NN IN DT JJ NN VBG NNP NNP .","Senator Patty Murray , a Washington Democrat , be the first chairwoman of the Budget Committee and be charge with shape the democratic strategy in the fiscal battle dominate Capitol Hill .","senator patty murray , a washington democrat , be the first chairwoman of the budget committee and be charge with shape the democratic strategy in the fiscal battle dominate capitol hill .",32,32,3,0,
nyt_20130321_women_senate,11,"One of the biggest bills to pass the Senate last year was farm legislation led by Senator Debbie Stabenow , a Michigan Democrat who presides over the agriculture committee .","one of the biggest bills to pass the senate last year was farm legislation led by senator debbie stabenow , a michigan democrat who presides over the agriculture committee .",30,"CD IN DT JJS NNS TO VB DT NNP JJ NN VBD NN NN VBN IN NNP NNP NNP , DT NNP NNP WP VBZ IN DT NN NN .","one of the biggest bill to pass the Senate last year be farm legislation lead by Senator Debbie Stabenow , a Michigan Democrat who preside over the agriculture committee .","one of the biggest bill to pass the senate last year be farm legislation lead by senator debbie stabenow , a michigan democrat who preside over the agriculture committee .",30,30,3,1,last year__44__53
nyt_20130321_women_senate,12,"Senator Barbara Boxer , the California Democrat who is chairwoman of the Environment and Public Works Committee , shepherded the highway bill .","senator barbara boxer , the california democrat who is chairwoman of the environment and public works committee , shepherded the highway bill .",23,"NNP NNP NNP , DT NNP NNP WP VBZ NN IN DT NNP CC NNP NNP NNP , VBD DT NN NN .","Senator Barbara Boxer , the California Democrat who be chairwoman of the Environment and Public Works Committee , shepherd the highway bill .","senator barbara boxer , the california democrat who be chairwoman of the environment and public works committee , shepherd the highway bill .",23,23,1,0,
nyt_20130321_women_senate,13,"`` We are growing in number , '' said Senator Amy Klobuchar , Democrat of Minnesota .","`` we are growing in number , '' said senator amy klobuchar , democrat of minnesota .",17,"`` PRP VBP VBG IN NN , '' VBD NNP NNP NNP , NNP IN NNP .","`` we be grow in number , '' say Senator Amy Klobuchar , Democrat of Minnesota .","`` we be grow in number , '' say senator amy klobuchar , democrat of minnesota .",17,17,2,0,
