Doc Id,Sentence Id,Sentence,Lowercase Sentence,#Tokens,Stanford POS Tag,Stanford Lemma,Stanford Lower Lemma,#POS Tags,#Lemmas,#Events,#Time Expressions
wsj_0584,42,"In composite trading Friday on the New York Stock Exchange , BellSouth shares fell 87.5 cents to $ 52.125 .","in composite trading friday on the new york stock exchange , bellsouth shares fell 87.5 cents to $ 52.125 .",20,"IN JJ NN NNP IN DT NNP NNP NNP NNP , NNP NNS VBD CD NNS TO $ CD .","in composite trading Friday on the New York Stock Exchange , BellSouth share fall 87.5 cent to $ 52.125 .","in composite trading friday on the new york stock exchange , bellsouth share fall 87.5 cent to $ 52.125 .",20,20,2,1.0
wsj_0584,43,"In national over-the-counter trading , LIN shares soared $ 4.625 to closed at $ 112.625 , while McCaw fell $ 2.50 a share to $ 37.75 .","in national over-the-counter trading , lin shares soared $ 4.625 to closed at $ 112.625 , while mccaw fell $ 2.50 a share to $ 37.75 .",27,"IN JJ JJ NN , NNP NNS VBD $ CD TO VBN IN $ CD , IN NNP VBD $ CD DT NN TO $ CD .","in national over-the-counter trading , LIN share soar $ 4.625 to close at $ 112.625 , while McCaw fall $ 2.50 a share to $ 37.75 .","in national over-the-counter trading , lin share soar $ 4.625 to close at $ 112.625 , while mccaw fall $ 2.50 a share to $ 37.75 .",27,27,3,0.0
wsj_0584,44,"The proposed BellSouth-LIN cellular company , including the newly acquired Metromedia stake , would give the new entity 55 million potential customers , including about 35 million in the nation 's top 10 markets .","the proposed bellsouth-lin cellular company , including the newly acquired metromedia stake , would give the new entity 55 million potential customers , including about 35 million in the nation 's top 10 markets .",35,"DT VBN NNP JJ NN , VBG DT RB VBN NNP NN , MD VB DT JJ NN CD CD JJ NNS , VBG IN CD CD IN DT NN POS JJ CD NNS .","the propose BellSouth-LIN cellular company , include the newly acquire Metromedia stake , would give the new entity 55 million potential customer , include about 35 million in the nation 's top 10 market .","the propose bellsouth-lin cellular company , include the newly acquire metromedia stake , would give the new entity 55 million potential customer , include about 35 million in the nation 's top 10 market .",35,35,1,0.0
wsj_0584,45,"Mr. Leon of Bear Stearns speculated that McCaw , in an attempt to buy time , might consider filing an antitrust suit against BellSouth with the Justice Department and U.S. District Judge Harold Greene , who oversees enforcement of the consent decree that broke up the Bell system in 1984 .","mr. leon of bear stearns speculated that mccaw , in an attempt to buy time , might consider filing an antitrust suit against bellsouth with the justice department and u.s. district judge harold greene , who oversees enforcement of the consent decree that broke up the bell system in 1984 .",51,"NNP NNP IN NNP NNP VBD IN NNP , IN DT NN TO VB NN , MD VB VBG DT JJ NN IN NNP IN DT NNP NNP CC NNP NNP NNP NNP NNP , WP VBZ NN IN DT NN NN WDT VBD IN DT NNP NN IN CD .","Mr. Leon of Bear Stearns speculate that McCaw , in a attempt to buy time , might consider file a antitrust suit against BellSouth with the Justice Department and U.S. District Judge Harold Greene , who oversee enforcement of the consent decree that break up the Bell system in 1984 .","mr. leon of bear stearns speculate that mccaw , in a attempt to buy time , might consider file a antitrust suit against bellsouth with the justice department and u.s. district judge harold greene , who oversee enforcement of the consent decree that break up the bell system in 1984 .",51,51,6,1.0
wsj_0584,46,"Indeed , McCaw seemed to hint at that option in a brief statement .","indeed , mccaw seemed to hint at that option in a brief statement .",14,"RB , NNP VBD TO VB IN DT NN IN DT JJ NN .","indeed , McCaw seem to hint at that option in a brief statement .","indeed , mccaw seem to hint at that option in a brief statement .",14,14,3,0.0
wsj_0584,47,"Urging LIN directors to conduct `` a fair auction on a level playing field , '' McCaw asked how well the public interest would be served `` with the Bell operating companies controlling over 94 % of all cellular -LCB- potential customers -RCB- in the nation 's top 10 markets . ''","urging lin directors to conduct `` a fair auction on a level playing field , '' mccaw asked how well the public interest would be served `` with the bell operating companies controlling over 94 % of all cellular -lcb- potential customers -rcb- in the nation 's top 10 markets . ''",52,"NNP NNP NNS TO VB `` DT JJ NN IN DT NN NN NN , '' NNP VBD WRB RB DT JJ NN MD VB VBN `` IN DT NNP VBG NNS VBG IN CD NN IN DT JJ -LRB- JJ NNS -RRB- IN DT NN POS JJ CD NNS . ''","Urging LIN director to conduct `` a fair auction on a level playing field , '' McCaw ask how well the public interest would be serve `` with the Bell operate company control over 94 % of all cellular -lcb- potential customer -rcb- in the nation 's top 10 market . ''","urging lin director to conduct `` a fair auction on a level playing field , '' mccaw ask how well the public interest would be serve `` with the bell operate company control over 94 % of all cellular -lcb- potential customer -rcb- in the nation 's top 10 market . ''",52,52,0,0.0
APW19980322.0749,0,"BELFAST , Northern Ireland -LRB- AP -RRB- _ Police seized a car bomb under construction Sunday in a town bordering Northern Ireland on the eve of the return to peace talks by the IRA-allied Sinn Fein party .","belfast , northern ireland -lrb- ap -rrb- _ police seized a car bomb under construction sunday in a town bordering northern ireland on the eve of the return to peace talks by the ira-allied sinn fein party .",38,"NNP , NNP NNP -LRB- NNP -RRB- CD NNS VBD DT NN NN IN NN NNP IN DT NN VBG JJ NNP IN DT NN IN DT NN TO NN NNS IN DT JJ NNP NNP NN .","BELFAST , Northern Ireland -lrb- AP -rrb- _ police seize a car bomb under construction Sunday in a town border northern Ireland on the eve of the return to peace talk by the ira-allied Sinn Fein party .","belfast , northern ireland -lrb- ap -rrb- _ police seize a car bomb under construction sunday in a town border northern ireland on the eve of the return to peace talk by the ira-allied sinn fein party .",38,38,3,1.0
APW19980322.0749,1,Chief Superintendent Al McHugh said the bomb discovered in the Irish Republic was destined for an unknown target in Northern Ireland and `` would have caused massive destruction . '',chief superintendent al mchugh said the bomb discovered in the irish republic was destined for an unknown target in northern ireland and `` would have caused massive destruction . '',30,NNP NNP NNP NNP VBD DT NN VBN IN DT JJ NN VBD VBN IN DT JJ NN IN JJ NNP CC `` MD VB VBN JJ NN . '',Chief Superintendent Al McHugh say the bomb discover in the irish republic be destine for a unknown target in northern Ireland and `` would have cause massive destruction . '',chief superintendent al mchugh say the bomb discover in the irish republic be destine for a unknown target in northern ireland and `` would have cause massive destruction . '',30,30,4,0.0
APW19980322.0749,2,"The discovery appeared to be the latest attempt by extremists opposed to the IRA 's 8-month-old truce to undermine the peace process , set to resume Monday in Belfast .","the discovery appeared to be the latest attempt by extremists opposed to the ira 's 8-month-old truce to undermine the peace process , set to resume monday in belfast .",30,"DT NN VBD TO VB DT JJS NN IN NNS VBN TO DT NNP POS JJ NN TO VB DT NN NN , VBN TO VB NNP IN NNP .","the discovery appear to be the latest attempt by extremist oppose to the IRA 's 8-month-old truce to undermine the peace process , set to resume Monday in Belfast .","the discovery appear to be the latest attempt by extremist oppose to the ira 's 8-month-old truce to undermine the peace process , set to resume monday in belfast .",30,30,7,2.0
APW19980322.0749,3,Extremists have bombed two predominantly pro-British Protestant towns and fired mortar shells at a police station since Sinn Fein was expelled from peace talks on Feb. 20 in punishment for two killings blamed on the Irish Republican Army .,extremists have bombed two predominantly pro-british protestant towns and fired mortar shells at a police station since sinn fein was expelled from peace talks on feb. 20 in punishment for two killings blamed on the irish republican army .,39,NNS VBP VBN CD RB JJ JJ NNS CC VBD JJ NNS IN DT NN NN IN NNP NNP VBD VBN IN NN NNS IN NNP CD IN NN IN CD NNS VBN IN DT JJ JJ NNP .,extremist have bomb two predominantly pro-british protestant town and fire mortar shell at a police station since Sinn Fein be expel from peace talk on Feb. 20 in punishment for two killing blame on the irish republican Army .,extremist have bomb two predominantly pro-british protestant town and fire mortar shell at a police station since sinn fein be expel from peace talk on feb. 20 in punishment for two killing blame on the irish republican army .,39,39,4,1.0
APW19980322.0749,4,"Police found more than 1,300 pounds -LRB- 600 kgs -RRB- of fertilizer-based explosives Sunday in a shed in Dundalk , 50 miles -LRB- 80 kms -RRB- south of Belfast .","police found more than 1,300 pounds -lrb- 600 kgs -rrb- of fertilizer-based explosives sunday in a shed in dundalk , 50 miles -lrb- 80 kms -rrb- south of belfast .",30,"NNS VBD JJR IN CD NNS -LRB- CD NNS -RRB- IN JJ NNS NNP IN DT NN IN NNP , CD NNS -LRB- CD NNS -RRB- RB IN NNP .","police find more than 1,300 pound -lrb- 600 kg -rrb- of fertilizer-based explosive Sunday in a shed in Dundalk , 50 mile -lrb- 80 km -rrb- south of Belfast .","police find more than 1,300 pound -lrb- 600 kg -rrb- of fertilizer-based explosive sunday in a shed in dundalk , 50 mile -lrb- 80 km -rrb- south of belfast .",30,30,1,1.0
APW19980322.0749,5,"They arrested two men in connection with the bomb factory , which also contained circuitry , detonating cord and the Mitsubishi truck that would have carried the bomb .","they arrested two men in connection with the bomb factory , which also contained circuitry , detonating cord and the mitsubishi truck that would have carried the bomb .",29,"PRP VBD CD NNS IN NN IN DT NN NN , WDT RB VBD NN , VBG NN CC DT NNP NN WDT MD VB VBN DT NN .","they arrest two man in connection with the bomb factory , which also contain circuitry , detonate cord and the Mitsubishi truck that would have carry the bomb .","they arrest two man in connection with the bomb factory , which also contain circuitry , detonate cord and the mitsubishi truck that would have carry the bomb .",29,29,2,0.0
APW19980322.0749,6,"The British and Irish governments , which cosponsor the multi-party talks that are supposed to conclude by May , invited Sinn Fein to rejoin two weeks ago .","the british and irish governments , which cosponsor the multi-party talks that are supposed to conclude by may , invited sinn fein to rejoin two weeks ago .",28,"DT JJ CC JJ NNS , WDT VBP DT JJ NNS WDT VBP VBN TO VB IN NNP , VBN NNP NNP TO VB CD NNS RB .","the british and irish government , which cosponsor the multi-party talk that be suppose to conclude by May , invite Sinn Fein to rejoin two week ago .","the british and irish government , which cosponsor the multi-party talk that be suppose to conclude by may , invite sinn fein to rejoin two week ago .",28,28,5,2.0
APW19980322.0749,7,But Sinn Fein leader Gerry Adams kept his party out pending meetings with British Prime Minister Tony Blair 10 days ago and President Clinton last week .,but sinn fein leader gerry adams kept his party out pending meetings with british prime minister tony blair 10 days ago and president clinton last week .,27,CC NNP NNP NN NNP NNP VBD PRP$ NN IN VBG NNS IN JJ NNP NNP NNP NNP CD NNS RB CC NNP NNP JJ NN .,but Sinn Fein leader Gerry Adams keep he party out pend meeting with british Prime Minister Tony Blair 10 day ago and President Clinton last week .,but sinn fein leader gerry adams keep he party out pend meeting with british prime minister tony blair 10 day ago and president clinton last week .,27,27,2,2.0
APW19980322.0749,8,"`` We were unjustly pushed out of the talks in February but we are back , '' Adams said Sunday .","`` we were unjustly pushed out of the talks in february but we are back , '' adams said sunday .",21,"`` PRP VBD RB VBN IN IN DT NNS IN NNP CC PRP VBP RB , '' NNP VBD NNP .","`` we be unjustly push out of the talk in February but we be back , '' Adams say Sunday .","`` we be unjustly push out of the talk in february but we be back , '' adams say sunday .",21,21,3,2.0
APW19980322.0749,9,He said the north 's substantial Catholic minority demanded a settlement that would promote Northern Ireland 's eventual unification with the Irish Republic .,he said the north 's substantial catholic minority demanded a settlement that would promote northern ireland 's eventual unification with the irish republic .,24,PRP VBD DT NN POS JJ JJ NN VBD DT NN WDT MD VB NNP NNP POS JJ NN IN DT JJ NN .,he say the north 's substantial catholic minority demand a settlement that would promote Northern Ireland 's eventual unification with the irish republic .,he say the north 's substantial catholic minority demand a settlement that would promote northern ireland 's eventual unification with the irish republic .,24,24,4,0.0
APW19980322.0749,10,`` Nationalists in the north are not a minority in someone else 's country .,`` nationalists in the north are not a minority in someone else 's country .,15,`` NNPS IN DT NN VBP RB DT NN IN NN RB POS NN .,`` Nationalists in the north be not a minority in someone else 's country .,`` nationalists in the north be not a minority in someone else 's country .,15,15,0,0.0
APW19980322.0749,11,"We are Irish citizens , living in our own country , '' Adams said , adding : `` Nationalists want to move towards Irish unity and see this process as a bridge in that direction . ''","we are irish citizens , living in our own country , '' adams said , adding : `` nationalists want to move towards irish unity and see this process as a bridge in that direction . ''",37,"PRP VBP JJ NNS , VBG IN PRP$ JJ NN , '' NNP VBD , VBG : `` NNPS VBP TO VB IN NNP NN CC VB DT NN IN DT NN IN DT NN . ''","we be irish citizen , live in we own country , '' Adams say , add : `` Nationalists want to move towards Irish unity and see this process as a bridge in that direction . ''","we be irish citizen , live in we own country , '' adams say , add : `` nationalists want to move towards irish unity and see this process as a bridge in that direction . ''",37,37,5,0.0
APW19980322.0749,12,"But the north 's pro-British Protestant majority is bitterly opposed to uniting Ireland and instead wants a strong government for Northern Ireland , which has been ruled directly by London since 1972 .","but the north 's pro-british protestant majority is bitterly opposed to uniting ireland and instead wants a strong government for northern ireland , which has been ruled directly by london since 1972 .",33,"CC DT NN POS JJ JJ NN VBZ RB VBN TO VBG NNP CC RB VBZ DT JJ NN IN JJ NNP , WDT VBZ VBN VBN RB IN NNP IN CD .","but the north 's pro-british protestant majority be bitterly oppose to unite Ireland and instead want a strong government for northern Ireland , which have be rule directly by London since 1972 .","but the north 's pro-british protestant majority be bitterly oppose to unite ireland and instead want a strong government for northern ireland , which have be rule directly by london since 1972 .",33,33,4,1.0
APW19980322.0749,13,"Northern Ireland 's biggest Protestant party , the Ulster Unionists , is threatening to push for Sinn Fein 's expulsion once again .","northern ireland 's biggest protestant party , the ulster unionists , is threatening to push for sinn fein 's expulsion once again .",23,"JJ NNP POS JJS JJ NN , DT NNP NNPS , VBZ VBG TO VB IN NNP NNP POS NN RB RB .","northern Ireland 's biggest protestant party , the Ulster Unionists , be threaten to push for Sinn Fein 's expulsion once again .","northern ireland 's biggest protestant party , the ulster unionists , be threaten to push for sinn fein 's expulsion once again .",23,23,3,0.0
APW19980322.0749,14,They say IRA commanders are responsible for the recent bomb attacks .,they say ira commanders are responsible for the recent bomb attacks .,12,PRP VBP NNP NNS VBP JJ IN DT JJ NN NNS .,they say IRA commander be responsible for the recent bomb attack .,they say ira commander be responsible for the recent bomb attack .,12,12,3,0.0
APW19980322.0749,15,"Also Sunday , more than 2,000 Catholic protesters rallied in Portadown against the annual parades by the Orange Order , Northern Ireland 's dominant Protestant fraternal group .","also sunday , more than 2,000 catholic protesters rallied in portadown against the annual parades by the orange order , northern ireland 's dominant protestant fraternal group .",28,"RB NNP , JJR IN CD JJ NNS VBD IN NNP IN DT JJ NNS IN DT NNP NNP , NNP NNP POS JJ JJ JJ NN .","also Sunday , more than 2,000 catholic protester rally in Portadown against the annual parade by the Orange Order , Northern Ireland 's dominant protestant fraternal group .","also sunday , more than 2,000 catholic protester rally in portadown against the annual parade by the orange order , northern ireland 's dominant protestant fraternal group .",28,28,1,1.0
APW19980322.0749,16,"Confrontations among Catholic protesters , Protestant marchers and the police have provoked widespread violence in Northern Ireland for the past three summers .","confrontations among catholic protesters , protestant marchers and the police have provoked widespread violence in northern ireland for the past three summers .",23,"NNS IN JJ NNS , JJ NNS CC DT NNS VBP VBN JJ NN IN JJ NNP IN DT JJ CD NNS .","confrontation among catholic protester , protestant marcher and the police have provoke widespread violence in northern Ireland for the past three summer .","confrontation among catholic protester , protestant marcher and the police have provoke widespread violence in northern ireland for the past three summer .",23,23,3,1.0
APW19980322.0749,17,"The crucible is Portadown , 30 miles -LRB- 50 kms -RRB- southwest of Belfast , where Orangemen march each July from their rural church back downtown _ through the town 's main Catholic area .","the crucible is portadown , 30 miles -lrb- 50 kms -rrb- southwest of belfast , where orangemen march each july from their rural church back downtown _ through the town 's main catholic area .",35,"DT NN VBZ NNP , CD NNS -LRB- CD NNS -RRB- NN IN NNP , WRB NNP VB DT NNP IN PRP$ JJ NN RB JJ NN IN DT NN POS JJ JJ NN .","the crucible be Portadown , 30 mile -lrb- 50 km -rrb- southwest of Belfast , where Orangemen march each July from they rural church back downtown _ through the town 's main catholic area .","the crucible be portadown , 30 mile -lrb- 50 km -rrb- southwest of belfast , where orangemen march each july from they rural church back downtown _ through the town 's main catholic area .",35,35,0,1.0
APW19980322.0749,18,"Protesters from several Catholic communities crowded into Portadown 's Catholic Garvaghy Road to hear speakers demand negotiations with Orange Order leaders , and pledge to participate in each others ' road-blocking protests this summer .","protesters from several catholic communities crowded into portadown 's catholic garvaghy road to hear speakers demand negotiations with orange order leaders , and pledge to participate in each others ' road-blocking protests this summer .",35,"NNS IN JJ JJ NNS VBN IN NNP POS NNP NNP NNP TO VB NNS VB NNS IN NNP NNP NNS , CC NN TO VB IN DT NNS POS NN NNS DT NN .","protester from several catholic community crowd into Portadown 's Catholic Garvaghy Road to hear speaker demand negotiation with Orange Order leader , and pledge to participate in each other ' road-blocking protest this summer .","protester from several catholic community crowd into portadown 's catholic garvaghy road to hear speaker demand negotiation with orange order leader , and pledge to participate in each other ' road-blocking protest this summer .",35,35,7,1.0
APW19980322.0749,19,"`` Small nationalist communities are not going to be left on their own this summer , '' said Gerard Rice , a former IRA prisoner who leads anti-Orange protests in a Catholic neighborhood of south Belfast .","`` small nationalist communities are not going to be left on their own this summer , '' said gerard rice , a former ira prisoner who leads anti-orange protests in a catholic neighborhood of south belfast .",37,"`` JJ JJ NNS VBP RB VBG TO VB VBN IN PRP$ JJ DT NN , '' VBD NNP NNP , DT JJ NNP NN WP VBZ JJ NNS IN DT JJ NN IN JJ NNP .","`` small nationalist community be not go to be leave on they own this summer , '' say Gerard Rice , a former IRA prisoner who lead anti-orange protest in a catholic neighborhood of south Belfast .","`` small nationalist community be not go to be leave on they own this summer , '' say gerard rice , a former ira prisoner who lead anti-orange protest in a catholic neighborhood of south belfast .",37,37,2,1.0
APW19980322.0749,20,"Riot police in armored cars , shields and helmets prevented a few hundred Protestants , many waving British and Ulster flags , from interfering with the Catholics as they marched within Portadown 's few Catholic streets .","riot police in armored cars , shields and helmets prevented a few hundred protestants , many waving british and ulster flags , from interfering with the catholics as they marched within portadown 's few catholic streets .",37,"NN NNS IN JJ NNS , NNS CC NNS VBD DT JJ CD NNPS , JJ VBG JJ CC JJ NNS , IN VBG IN DT NNPS IN PRP VBD IN NNP POS JJ JJ NNS .","riot police in armored car , shield and helmet prevent a few hundred Protestants , many wave british and ulster flag , from interfere with the Catholics as they march within Portadown 's few catholic street .","riot police in armored car , shield and helmet prevent a few hundred protestants , many wave british and ulster flag , from interfere with the catholics as they march within portadown 's few catholic street .",37,37,4,0.0
APW19980322.0749,21,"Earlier Sunday , police and militant Protestants clashed in a religiously polarized part of north Belfast .","earlier sunday , police and militant protestants clashed in a religiously polarized part of north belfast .",17,"JJR NNP , NN CC JJ NNPS VBD IN DT RB VBN NN IN NN NNP .","earlier Sunday , police and militant Protestants clash in a religiously polarize part of north Belfast .","earlier sunday , police and militant protestants clash in a religiously polarize part of north belfast .",17,17,1,1.0
APW19980322.0749,22,Police said an unmarked police car was hit with gasoline bombs from the Protestant side .,police said an unmarked police car was hit with gasoline bombs from the protestant side .,16,NNS VBD DT JJ NN NN VBD VBN IN NN NNS IN DT JJ NN .,police say a unmarked police car be hit with gasoline bomb from the protestant side .,police say a unmarked police car be hit with gasoline bomb from the protestant side .,16,16,2,0.0
APW19980322.0749,23,Riot police responded with a volley of plastic bullets that scattered a 50-strong mob .,riot police responded with a volley of plastic bullets that scattered a 50-strong mob .,15,NN NN VBD IN DT NN IN JJ NNS WDT VBD DT JJ NN .,riot police respond with a volley of plastic bullet that scatter a 50-strong mob .,riot police respond with a volley of plastic bullet that scatter a 50-strong mob .,15,15,2,0.0
APW19980322.0749,24,An elderly Catholic man was hospitalized from cuts after a Protestant gasoline bomb landed in his back yard .,an elderly catholic man was hospitalized from cuts after a protestant gasoline bomb landed in his back yard .,19,DT JJ JJ NN VBD VBN IN NNS IN DT JJ NN NN VBD IN PRP$ NN NN .,a elderly catholic man be hospitalize from cut after a protestant gasoline bomb land in he back yard .,a elderly catholic man be hospitalize from cut after a protestant gasoline bomb land in he back yard .,19,19,2,0.0
APW19980322.0749,25,Police arrested six Protestants on suspicion of rioting .,police arrested six protestants on suspicion of rioting .,9,NNS VBN CD NNPS IN NN IN NN .,police arrest six Protestants on suspicion of rioting .,police arrest six protestants on suspicion of rioting .,9,9,1,0.0
APW19980322.0749,26,-LRB- sp/eml -RRB-,-lrb- sp/eml -rrb-,3,-LRB- NN -RRB-,-lrb- sp/eml -rrb-,-lrb- sp/eml -rrb-,3,3,0,0.0
wsj_0816,0,"Some lousy earnings reports whacked the stock market , but bond prices fell only slightly and the dollar rose a little against most major currencies .","some lousy earnings reports whacked the stock market , but bond prices fell only slightly and the dollar rose a little against most major currencies .",26,"DT JJ NNS NNS VBD DT NN NN , CC NN NNS VBD RB RB CC DT NN VBD DT JJ IN JJS JJ NNS .","some lousy earnings report whack the stock market , but bond price fall only slightly and the dollar rise a little against most major currency .","some lousy earnings report whack the stock market , but bond price fall only slightly and the dollar rise a little against most major currency .",26,26,3,0.0
wsj_0816,1,"The Dow Jones Industrial Average tumbled 39.55 points , to 2613.73 , in active trading .","the dow jones industrial average tumbled 39.55 points , to 2613.73 , in active trading .",16,"DT NNP NNP NNP NNP VBD CD NNS , TO CD , IN JJ NN .","the Dow Jones Industrial Average tumble 39.55 point , to 2613.73 , in active trading .","the dow jones industrial average tumble 39.55 point , to 2613.73 , in active trading .",16,16,1,0.0
wsj_0816,2,Long-term Treasury bonds ended slightly higher .,long-term treasury bonds ended slightly higher .,7,JJ NNP NNS VBD RB JJR .,long-term Treasury bond end slightly higher .,long-term treasury bond end slightly higher .,7,7,1,0.0
wsj_0816,3,"The dollar rose modestly against the mark and the yen , but soared against the pound following the resignation of Britain 's chancellor of the Exchequer , Nigel Lawson .","the dollar rose modestly against the mark and the yen , but soared against the pound following the resignation of britain 's chancellor of the exchequer , nigel lawson .",30,"DT NN VBD RB IN DT NN CC DT NN , CC VBD IN DT NN VBG DT NN IN NNP POS NN IN DT NNP , NNP NNP .","the dollar rise modestly against the mark and the yen , but soar against the pound follow the resignation of Britain 's chancellor of the Exchequer , Nigel Lawson .","the dollar rise modestly against the mark and the yen , but soar against the pound follow the resignation of britain 's chancellor of the exchequer , nigel lawson .",30,30,3,0.0
wsj_0816,4,"Analysts have complained that third-quarter corporate earnings have n't been very good , but the effect hit home particularly hard yesterday .","analysts have complained that third-quarter corporate earnings have n't been very good , but the effect hit home particularly hard yesterday .",22,"NNS VBP VBN IN JJ JJ NNS VBP RB VBN RB JJ , CC DT NN VBD NN RB JJ NN .","analyst have complain that third-quarter corporate earnings have not be very good , but the effect hit home particularly hard yesterday .","analyst have complain that third-quarter corporate earnings have not be very good , but the effect hit home particularly hard yesterday .",22,22,3,2.0
wsj_0816,5,"Compaq Computer nose-dived $ 8.625 a share , to $ 100 , and pulled other technology issues lower after reporting lower-than-expected earnings after the stock market closed Wednesday .","compaq computer nose-dived $ 8.625 a share , to $ 100 , and pulled other technology issues lower after reporting lower-than-expected earnings after the stock market closed wednesday .",29,"NNP NNP VBD $ CD DT NN , TO $ CD , CC VBD JJ NN NNS JJR IN VBG JJ NNS IN DT NN NN VBD NNP .","Compaq Computer nose-dive $ 8.625 a share , to $ 100 , and pull other technology issue lower after report lower-than-expected earnings after the stock market close Wednesday .","compaq computer nose-dive $ 8.625 a share , to $ 100 , and pull other technology issue lower after report lower-than-expected earnings after the stock market close wednesday .",29,29,4,1.0
wsj_0816,6,Later yesterday the nation 's major auto makers added to the gloom when they each reported their core auto operations were net losers in the third quarter .,later yesterday the nation 's major auto makers added to the gloom when they each reported their core auto operations were net losers in the third quarter .,28,RB NN DT NN POS JJ NN NNS VBD TO DT NN WRB PRP DT VBD PRP$ NN NN NNS VBD JJ NNS IN DT JJ NN .,later yesterday the nation 's major auto maker add to the gloom when they each report they core auto operation be net loser in the third quarter .,later yesterday the nation 's major auto maker add to the gloom when they each report they core auto operation be net loser in the third quarter .,28,28,3,2.0
wsj_0816,7,The less-than-robust third-quarter results came amid renewed concern about the volatility of stock prices and the role of computer-aided program trading .,the less-than-robust third-quarter results came amid renewed concern about the volatility of stock prices and the role of computer-aided program trading .,22,DT JJ JJ NNS VBD IN JJ NN IN DT NN IN NN NNS CC DT NN IN JJ NN NN .,the less-than-robust third-quarter result come amid renewed concern about the volatility of stock price and the role of computer-aided program trading .,the less-than-robust third-quarter result come amid renewed concern about the volatility of stock price and the role of computer-aided program trading .,22,22,1,1.0
wsj_0816,8,"Taken together , the worries prompted a broad sell-off of stocks .","taken together , the worries prompted a broad sell-off of stocks .",12,"VBN RB , DT NNS VBD DT JJ NN IN NNS .","take together , the worry prompt a broad sell-off of stock .","take together , the worry prompt a broad sell-off of stock .",12,12,2,0.0
wsj_0816,9,"The number of stocks on the New York Stock Exchange that fell in price yesterday exceeded 1,000 , a key measure of underlying sentiment among technical analysts .","the number of stocks on the new york stock exchange that fell in price yesterday exceeded 1,000 , a key measure of underlying sentiment among technical analysts .",28,"DT NN IN NNS IN DT NNP NNP NNP NNP WDT VBD IN NN NN VBD CD , DT JJ NN IN VBG NN IN JJ NNS .","the number of stock on the New York Stock Exchange that fall in price yesterday exceed 1,000 , a key measure of underlie sentiment among technical analyst .","the number of stock on the new york stock exchange that fall in price yesterday exceed 1,000 , a key measure of underlie sentiment among technical analyst .",28,28,1,1.0
wsj_0816,10,"Although the government said the economy grew an estimated 2.5 % in the third quarter , in line with expectations , analysts are increasingly predicting much more sluggish growth -- and therefore more corporate earnings disappointments -- for the fourth quarter .","although the government said the economy grew an estimated 2.5 % in the third quarter , in line with expectations , analysts are increasingly predicting much more sluggish growth -- and therefore more corporate earnings disappointments -- for the fourth quarter .",42,"IN DT NN VBD DT NN VBD DT VBN CD NN IN DT JJ NN , IN NN IN NNS , NNS VBP RB VBG RB RBR JJ NN : CC RB RBR JJ NNS NNS : IN DT JJ NN .","although the government say the economy grow a estimate 2.5 % in the third quarter , in line with expectation , analyst be increasingly predict much more sluggish growth -- and therefore more corporate earnings disappointment -- for the fourth quarter .","although the government say the economy grow a estimate 2.5 % in the third quarter , in line with expectation , analyst be increasingly predict much more sluggish growth -- and therefore more corporate earnings disappointment -- for the fourth quarter .",42,42,5,2.0
wsj_0816,11,"`` There are a lot more downward revisions of earnings forecasts than upward revisions , '' said Abby Joseph Cohen , a market strategist at Drexel Burnham Lambert .","`` there are a lot more downward revisions of earnings forecasts than upward revisions , '' said abby joseph cohen , a market strategist at drexel burnham lambert .",29,"`` EX VBP DT NN RBR JJ NNS IN NNS NNS IN JJ NNS , '' VBD NNP NNP NNP , DT NN NN IN NNP NNP NNP .","`` there be a lot more downward revision of earnings forecast than upward revision , '' say Abby Joseph Cohen , a market strategist at Drexel Burnham Lambert .","`` there be a lot more downward revision of earnings forecast than upward revision , '' say abby joseph cohen , a market strategist at drexel burnham lambert .",29,29,3,0.0
wsj_0816,12,`` People are questioning corporate profits as a pillar of support for the equity market . '',`` people are questioning corporate profits as a pillar of support for the equity market . '',17,`` NNS VBP VBG JJ NNS IN DT NN IN NN IN DT NN NN . '',`` people be question corporate profit as a pillar of support for the equity market . '',`` people be question corporate profit as a pillar of support for the equity market . '',17,17,1,0.0
wsj_0816,13,The bond market was unmoved by the economic statistics .,the bond market was unmoved by the economic statistics .,10,DT NN NN VBD JJ IN DT JJ NNS .,the bond market be unmoved by the economic statistics .,the bond market be unmoved by the economic statistics .,10,10,1,0.0
wsj_0816,14,"While bond investors would have preferred growth to be a little slower , they were cheered by inflation measures in the data that showed prices rising at a modest annual rate of 2.9 % .","while bond investors would have preferred growth to be a little slower , they were cheered by inflation measures in the data that showed prices rising at a modest annual rate of 2.9 % .",35,"IN NN NNS MD VB VBN NN TO VB DT JJ JJR , PRP VBD VBN IN NN NNS IN DT NNS WDT VBD NNS VBG IN DT JJ JJ NN IN CD NN .","while bond investor would have prefer growth to be a little slower , they be cheer by inflation measure in the datum that show price rise at a modest annual rate of 2.9 % .","while bond investor would have prefer growth to be a little slower , they be cheer by inflation measure in the datum that show price rise at a modest annual rate of 2.9 % .",35,35,5,0.0
